city_name_remove,city_id_name_remove
保定,邢台
滨州,青岛
潍坊,菏泽
昆明,德宏傣族景颇族自治州
聊城,潍坊
潍坊,泰安
赤峰,承德
太原,晋城
南昌,萍乡
齐齐哈尔,绥化
石家庄,承德
广州,郴州
