city_name_add,city_id_name_add
重庆,深圳
重庆,绵阳
北京,济宁
北京,安阳
广州,潮州
上海,滁州
深圳,南宁
深圳,厦门
北京,苏州
蚌埠,南京
上海,南昌
蚌埠,上海
上海,青岛
上海,六安
上海,厦门
牡丹江,鸡西
桂林,广州
张掖,兰州
上海,上饶
泸州,内江
上海,福州
