edges,indicator_value
深圳-厦门,2.5249
上海-厦门,2.5112
上海-福州,2.4717
广州-潮州,2.4651
上海-上饶,2.4639
上海-六安,2.4627
北京-安阳,2.4626
上海-滁州,2.4626
上海-南昌,2.4626
桂林-广州,2.4626
蚌埠-南京,2.4616
蚌埠-上海,2.4616
上海-青岛,2.4612
北京-济宁,2.4611
重庆-深圳,2.4606
重庆-绵阳,2.4606
北京-苏州,2.4606
泸州-内江,2.4606
深圳-南宁,2.4605
牡丹江-鸡西,2.4605
张掖-兰州,2.4504
