edges,indicator_value
张家口-锡林郭勒盟,2.4826
濮阳-菏泽,2.4799
岳阳-常德,2.4783
徐州-菏泽,2.4778
宁德-南平,2.4760
重庆-乐山,2.4760
梅州-河源,2.4760
