edges,indicator_value
太原-晋城,2.3303
齐齐哈尔-绥化,2.3303
昆明-德宏傣族景颇族自治州,2.3302
聊城-潍坊,2.3300
滨州-青岛,2.3298
潍坊-菏泽,2.3298
潍坊-泰安,2.3294
保定-邢台,2.3293
广州-郴州,2.3286
石家庄-承德,2.3272
南昌-萍乡,2.3270
赤峰-承德,2.3241
