edges,indicator_value
黔南布依族苗族自治州-河池,2.5274
安康-十堰,2.5224
延安-渭南,2.5167
吕梁-临汾,2.5107
昆明-凉山彝族自治州,2.5086
信阳-阜阳,2.5054
北京-菏泽,2.5047
巴中-广元,2.5046
西安-平凉,2.5042
武威-金昌,2.4937
