city_name_add,city_id_name_add
曲靖,六盘水
淄博,滨州
周口,阜阳
南通,盐城
广州,中山
娄底,湘潭
株洲,湘潭
益阳,常德
滁州,合肥
广州,韶关
遵义,重庆
益阳,岳阳
清远,佛山
