city_name_remove,city_id_name_remove
潍坊,泰安
潍坊,菏泽
保定,邢台
广州,郴州
聊城,潍坊
石家庄,承德
滨州,青岛
齐齐哈尔,绥化
昆明,德宏傣族景颇族自治州
南昌,萍乡
太原,晋城
赤峰,承德
