city_name_add,city_id_name_add
天水,陇南
重庆,广州
成都,广州
黄冈,鄂州
韶关,郴州
兴安盟,通辽
九江,上饶
铜陵,池州
茂名,阳江
重庆,湘西土家族苗族自治州
保定,邯郸
