city_name_add,city_id_name_add
上海,南昌
上海,滁州
深圳,厦门
北京,苏州
上海,青岛
泸州,内江
桂林,广州
蚌埠,南京
重庆,深圳
上海,上饶
上海,六安
北京,安阳
北京,济宁
重庆,绵阳
广州,潮州
牡丹江,鸡西
张掖,兰州
深圳,南宁
上海,福州
上海,厦门
蚌埠,上海
