city_name,indicator_value,edgenum
上海,2.47,4
广州,2.45,4
重庆,2.45,4
北京,2.44,3
宁波,2.44,3
苏州,2.44,3
揭阳,2.43,2
武汉,2.43,2
扬州,2.43,2
兰州,2.43,2
嘉兴,2.42,2
温州,2.42,2
洛阳,2.42,2
南阳,2.41,2
赤峰,2.35,2
鹰潭,2.34,2
渭南,2.31,2
金华,2.31,1
深圳,2.31,1
毕节,2.31,1
桂林,2.31,1
梧州,2.31,1
长沙,2.31,1
盐城,2.31,1
北海,2.31,1
玉林,2.31,1
保定,2.31,1
邯郸,2.31,1
平凉,2.31,1
漳州,2.31,1
福州,2.31,1
昆明,2.31,1
德宏傣族景颇族自治州,2.31,1
长春,2.31,1
陇南,2.31,1
厦门,2.31,1
莆田,2.31,1
泰州,2.31,1
常州,2.31,1
台州,2.31,1
阜阳,2.31,1
荆州,2.31,1
杭州,2.31,1
南京,2.31,1
宿迁,2.31,1
德州,2.31,1
天津,2.31,1
周口,2.31,1
唐山,2.31,1
廊坊,2.31,1
昭通,2.31,1
邢台,2.31,1
赣州,2.31,1
大同,2.31,1
淮北,2.30,1
合肥,2.30,1
信阳,2.30,1
绍兴,2.30,1
承德,2.30,1
抚州,2.30,1
南昌,2.30,1
阳江,2.30,1
贺州,2.30,1
永州,2.30,1
东莞,2.29,1
中山,2.29,1
运城,2.29,1
延安,2.29,1
汕头,2.29,1
安康,2.28,1
十堰,2.28,1
湖州,2.26,1
宣城,2.26,1
锡林郭勒盟,2.26,1
