city_name,city_id_name,num
北京,廊坊,1.3941360279000001
北京,保定,0.49297369986
北京,张家口,0.19117489265999985
天津,唐山,0.16883475083999994
天津,廊坊,0.16181352503999996
北京,天津,0.10871449506
海东地区,西宁,0.5963741332199999
铜仁地区,贵阳,0.17992173923999993
铜仁地区,遵义,0.14494036319999995
铜仁地区,重庆,0.11154207384
毕节地区,贵阳,0.76514459274
毕节地区,六盘水,0.35936219591999996
毕节地区,遵义,0.19864974600000002
毕节地区,昭通,0.19527645887999995
毕节地区,安顺,0.14098252175999998
石家庄,保定,0.27248064983999987
石家庄,邢台,0.2437996060799999
北京,石家庄,0.19108805903999998
石家庄,衡水,0.1093558951799998
石家庄,邯郸,0.11867549921999984
天津,唐山,0.17864633754
北京,唐山,0.13326495030000002
唐山,秦皇岛,0.11720351214
唐山,秦皇岛,0.12832765200000001
北京,邯郸,0.3188224297799995
邯郸,邢台,0.1624489214399999
石家庄,邯郸,0.1445600098799999
天津,邯郸,0.10758853512
石家庄,邢台,0.2838156569999999
邯郸,邢台,0.16126695485999995
北京,邢台,0.11311124795999994
北京,保定,0.73670941152
石家庄,保定,0.2603363214599999
保定,廊坊,0.15024165929999989
保定,沧州,0.11160670535999984
北京,张家口,0.3015436491
北京,承德,0.2523176778599995
北京,沧州,0.15840204155999993
保定,沧州,0.1281929830199999
天津,沧州,0.10803819851999999
沧州,廊坊,0.09479630555999985
沧州,衡水,0.09474554933999996
北京,廊坊,1.79812241496
天津,廊坊,0.17232808644
保定,廊坊,0.1390868333999999
沧州,廊坊,0.08366750819999995
北京,衡水,0.12165907103999954
衡水,德州,0.11885817689999995
石家庄,衡水,0.11473232363999986
沧州,衡水,0.09698421599999996
太原,晋中,0.54926977716
太原,吕梁,0.38823934068
太原,忻州,0.25025500962
太原,临汾,0.12831975773999998
大同,朔州,0.1630742057999999
太原,长治,0.08964101844
大同,朔州,0.16359264143999996
太原,晋中,0.5893162614
晋中,吕梁,0.09096864408
运城,临汾,0.16368727536
太原,忻州,0.26060161589999997
运城,临汾,0.16976677248
太原,临汾,0.14915524194000002
太原,吕梁,0.38025877032
晋中,吕梁,0.09279221328000001
呼和浩特,乌兰察布,0.25934109066
呼和浩特,包头,0.19053204911999988
呼和浩特,鄂尔多斯,0.13933740851999996
呼和浩特,包头,0.1815246449999999
包头,鄂尔多斯,0.13994805618
巴彦淖尔,包头,0.10164434201999994
乌海,鄂尔多斯,0.14109133715999994
鄂尔多斯,榆林,0.20867547563999994
乌海,鄂尔多斯,0.13370107859999997
包头,鄂尔多斯,0.12397390847999995
呼和浩特,鄂尔多斯,0.10646015652
呼和浩特,乌兰察布,0.26062944101999996
沈阳,铁岭,0.35659208016
沈阳,抚顺,0.30208084272
沈阳,辽阳,0.20039241725999984
沈阳,鞍山,0.17621590176000002
沈阳,本溪,0.14041438613999985
沈阳,锦州,0.14395591998
沈阳,阜新,0.11325509099999995
沈阳,营口,0.0922791447
沈阳,大连,0.08159653908
沈阳,鞍山,0.18382328891999994
鞍山,辽阳,0.18280629827999995
鞍山,营口,0.10640658474
沈阳,抚顺,0.32478560604
沈阳,本溪,0.15334260659999988
沈阳,丹东,0.09230493347999999
沈阳,锦州,0.16621169706
锦州,盘锦,0.1111176905399999
锦州,葫芦岛,0.11397354966
沈阳,营口,0.09670995486
鞍山,营口,0.09557655749999995
大连,营口,0.08253078011999995
沈阳,阜新,0.12713180849999994
沈阳,辽阳,0.21201490475999996
鞍山,辽阳,0.19040142365999996
锦州,盘锦,0.09834130133999995
沈阳,铁岭,0.39894587694
沈阳,朝阳,0.12513601548
沈阳,葫芦岛,0.11544924006
锦州,葫芦岛,0.11017425761999994
上海,苏州,1.63643881392
上海,嘉兴,0.38765304485999996
上海,杭州,0.34828592706
上海,南通,0.4437732128399994
上海,无锡,0.20795045435999998
上海,宁波,0.14348336274
上海,南京,0.1423167732
南京,镇江,0.66942646344
南京,滁州,0.39167875296
南京,苏州,0.2237783857199997
南京,马鞍山,0.28574844984000003
南京,常州,0.22494002291999995
南京,扬州,0.25364015352
上海,南京,0.1888524201599998
南京,淮安,0.25471489716
南京,无锡,0.18440269487999966
南京,南通,0.17820016848
南京,宿迁,0.17758320768000002
南京,盐城,0.1608793164
南京,泰州,0.14375042459999995
南京,徐州,0.15778463688
南京,合肥,0.14585725404
无锡,苏州,0.8008297793999999
无锡,常州,0.6099246199799999
上海,无锡,0.27058978097999997
南京,无锡,0.18700732439999965
无锡,泰州,0.1935596930399997
无锡,南通,0.12723748433999976
无锡,盐城,0.1595575389599997
徐州,宿州,0.31153277159999987
徐州,宿迁,0.22479255107999996
苏州,徐州,0.22205513663999998
南京,徐州,0.20928634847999994
上海,徐州,0.11923894656
徐州,枣庄,0.11278161683999975
徐州,临沂,0.10740277943999996
徐州,济宁,0.1000579035599999
连云港,徐州,0.08729066412
无锡,徐州,0.08488279007999995
常州,徐州,0.08326085093999999
无锡,常州,0.61615223046
常州,镇江,0.28735840908
常州,苏州,0.21398413302
南京,常州,0.24078460787999983
上海,常州,0.16203671243999984
上海,苏州,1.9915266268799998
无锡,苏州,0.7416606158999999
苏州,南通,0.39844332054
苏州,嘉兴,0.20424884183999975
南京,苏州,0.1908184310999994
常州,苏州,0.17627361911999995
苏州,盐城,0.28599383447999993
苏州,湖州,0.13257112859999995
苏州,杭州,0.13128366437999994
苏州,泰州,0.18127719647999996
上海,南通,0.6329921401799994
苏州,南通,0.5027730215399999
南京,南通,0.2300812452
南通,盐城,0.19876227119999995
无锡,南通,0.15493844753999975
