city_name,indicator_value,edgenum,degree
苏州,30,4,"[('苏州', 0)]"
衡阳,32,3,"[('衡阳', 0)]"
长沙,32,2,"[('长沙', 6)]"
邵阳,33,2,"[('邵阳', 0)]"
鄂尔多斯,34,1,"[('鄂尔多斯', 1)]"
包头,34,1,"[('包头', 0)]"
无锡,34,1,"[('无锡', 1)]"
泰安,35,1,"[('泰安', 1)]"
济宁,35,1,"[('济宁', 2)]"
武汉,36,1,"[('武汉', 1)]"
孝感,36,1,"[('孝感', 0)]"
上海,36,1,"[('上海', 2)]"
南通,36,1,"[('南通', 3)]"
永州,36,1,"[('永州', 1)]"
嘉兴,36,1,"[('嘉兴', 2)]"
娄底,36,1,"[('娄底', 2)]"
郴州,36,1,"[('郴州', 1)]"
