City_name,Average_node_connectivity,City_degree,Edge_number,Nature_connectivity,Average_short_length,Algebraic_connectivity,node_connectivity,connectivity_loss,size_of_largest_component,eco_value
哈尔滨,1.3484848484848484,11,17,1.7993775990663872,1.7424242424242424,1.0000000000000102,1,0.0,12,103.1
杭州,3.2549019607843137,17,51,4.230325484028954,1.6666666666666667,1.49167533940051,2,0.0,18,103.3
宁波,3.8444444444444446,9,27,3.70784726962842,1.4,2.000000000000007,2,0.0,10,102.9
合肥,2.3157894736842106,18,41,3.052482326971563,1.760233918128655,1.0000000000000853,1,0.0,19,102.8
福州,2.380952380952381,6,12,2.072231164354604,1.4285714285714286,1.0000000000000033,1,0.0,7,103.4
厦门,2.380952380952381,6,12,2.0974617044625843,1.4285714285714286,1.0000000000000009,1,0.0,7,102.5
南昌,2.1555555555555554,9,17,1.9840440361295255,1.6222222222222222,1.1657568156860898,2,0.0,10,102.2
济南,4.285714285714286,14,46,4.479767188760096,1.561904761904762,2.2887252374273332,3,0.0,15,101.8
青岛,5.015151515151516,11,40,4.866538721249693,1.393939393939394,1.78229320766565,2,0.0,12,102.5
郑州,2.801470588235294,16,39,3.1730753296278515,1.713235294117647,1.2509833535781958,2,0.0,17,101.5
武汉,1.6140350877192982,18,34,2.595437734360259,1.8011695906432748,1.0000000000000495,1,0.0,19,102.7
长沙,2.491228070175439,18,40,2.9635432170055904,1.7660818713450293,1.1584759377323355,2,0.0,19,102.3
南宁,1.3516483516483517,13,21,1.9292510697414018,1.7692307692307692,1.0000000000000269,1,0.0,14,102.5
海口,1.0,14,14,1.3027593968573012,1.8666666666666667,0.9999999999999997,1,0.0,15,101.7
贵阳,3.5757575757575757,11,30,3.185689058443386,1.5454545454545454,1.669361366939913,3,0.0,12,102.4
昆明,1.4230769230769231,12,20,1.9327458957372115,1.7435897435897436,1.0000000000000224,1,0.0,13,102.3
拉萨,1.0,8,8,0.9799094311519359,1.7777777777777777,1.0,1,0.0,9,101.6
西安,1.3846153846153846,12,18,1.8756432784336652,1.7692307692307692,1.0000000000000209,1,0.0,13,102.7
兰州,1.5,8,12,1.5506932219258964,1.6666666666666667,1.0000000000000129,1,0.0,9,102.6
西宁,1.0,6,6,0.8676269289008737,1.7142857142857142,1.0000000000000007,1,0.0,7,102.6
银川,1.4666666666666666,5,7,1.241466949850764,1.5333333333333334,1.000000000000002,1,0.0,6,102.0
乌鲁木齐,1.5256410256410255,12,20,2.0914617854753583,1.7435897435897436,1.0000000000000075,1,0.0,13,101.2
北京,3.0,3,6,1.6671960885860428,1.0,4.000000000000002,3,0.0,4,102.5
上海,2.0,2,3,0.9963106677528506,1.0,2.999999999999999,2,0.0,3,102.9
南京,2.6476190476190475,14,35,3.357865362023439,1.6666666666666667,1.0000000000000222,1,0.0,15,102.6
广州,2.3473684210526318,19,47,3.9757305602705455,1.7526315789473683,1.0000000000000162,1,0.0,20,103.6
深圳,3.076923076923077,12,33,3.7701626507561685,1.5769230769230769,1.7458286713419953,2,0.0,13,102.9
重庆,1.8928571428571428,7,12,1.7572145084682602,1.5714285714285714,1.000000000000006,1,0.0,8,102.0
成都,1.2476190476190476,20,30,2.2333646175477226,1.8571428571428572,1.0000000000001146,1,0.0,21,103.3
天津,2.3333333333333335,9,19,2.4521819427008626,1.5777777777777777,1.0000000000000084,1,0.0,10,101.9
石家庄,3.4761904761904763,6,14,2.3131397468021855,1.3333333333333333,2.267949192431128,3,0.0,7,101.3
太原,1.8222222222222222,9,17,2.0559407049704377,1.6222222222222222,1.0000000000000049,1,0.0,10,102.3
呼和浩特,1.5,3,4,0.9857443430533761,1.3333333333333333,0.9999999999999999,1,0.0,4,101.7
沈阳,1.1333333333333333,9,11,1.2751382860275797,1.7555555555555555,1.0000000000000007,1,0.0,10,101.7
大连,1.0,1,1,0.4337808304830271,1.0,2.0,1,0.0,2,102.4
长春,1.0,3,3,0.6715602095137525,1.5,1.0000000000000002,1,0.0,4,102.4
哈尔滨,1.0,3,3,0.6715602095137524,1.5,0.9999999999999998,1,0.0,4,102.7
杭州,3.0,10,26,3.1217656856279667,1.5272727272727273,1.471326910850114,2,0.0,11,103.2
宁波,3.0714285714285716,7,17,2.76674674748273,1.3928571428571428,1.0000000000000036,1,0.0,8,102.4
合肥,1.9090909090909092,11,20,2.113240211472237,1.696969696969697,1.0000000000000302,1,0.0,12,102.7
福州,2.5277777777777777,8,17,2.280730242899714,1.5277777777777777,1.5448659874787096,2,0.0,9,102.8
厦门,2.7,4,8,1.7953171269628072,1.2,2.000000000000001,2,0.0,5,101.6
南昌,1.2,5,6,1.0188341716605753,1.6,1.0000000000000018,1,0.0,6,101.7
济南,2.712121212121212,11,27,3.005482506433795,1.5909090909090908,1.2802634987035937,2,0.0,12,101.3
青岛,3.9166666666666665,8,23,3.4157663815314603,1.3611111111111112,1.8178621975290203,2,0.0,9,101.6
郑州,1.4166666666666667,8,12,1.5201581785518519,1.6666666666666667,1.0000000000000084,1,0.0,9,101.1
武汉,1.3088235294117647,16,26,2.1227122477381366,1.8088235294117647,1.000000000000052,1,0.0,17,102.3
长沙,1.4705882352941178,17,30,2.3460114471055755,1.803921568627451,1.0000000000000764,1,0.0,18,101.6
南宁,1.358974358974359,12,19,1.843299683312424,1.7564102564102564,1.0000000000000104,1,0.0,13,101.7
海口,1.0,12,12,1.1957633515414685,1.8461538461538463,1.0000000000000004,1,0.0,13,100.8
贵阳,3.090909090909091,11,29,3.069641902402123,1.5606060606060606,1.436078031032652,2,0.0,12,101.6
昆明,1.3636363636363635,11,17,1.7507964742245077,1.7424242424242424,1.000000000000012,1,0.0,12,101.5
拉萨,1.0,8,8,0.9799094311519359,1.7777777777777777,1.0,1,0.0,9,101.7
西安,1.378787878787879,11,16,1.7069147151743578,1.7575757575757576,1.0000000000000315,1,0.0,12,102.3
兰州,1.4,9,13,1.5564751808690482,1.711111111111111,1.0000000000000158,1,0.0,10,101.9
西宁,1.4,0,13,1.5564751808690482,1.711111111111111,1.000000000000013,1,0.0,10,102.5
银川,1.4761904761904763,6,9,1.3766695444040198,1.5714285714285714,1.0000000000000022,1,0.0,7,101.5
乌鲁木齐,1.2857142857142858,6,8,1.2040281130098125,1.619047619047619,1.0000000000000009,1,0.0,7,100.6
北京,2.0,2,3,0.9963106677528506,1.0,2.9999999999999987,2,0.0,3,102.2
上海,2.0,2,3,0.9963106677528506,1.0,3.0,2,0.0,3,104.6
南京,1.0,5,5,0.8082114824928227,1.6666666666666667,0.9999999999999998,1,0.0,6,102.1
广州,2.717948717948718,12,30,3.5159133662587796,1.6153846153846154,1.0000000000000056,1,0.0,13,102.5
深圳,3.3055555555555554,8,21,3.2502821782038165,1.4166666666666667,1.000000000000004,1,0.0,9,102.2
重庆,1.8,5,8,1.433709882296002,1.4666666666666666,1.000000000000003,1,0.0,6,101.7
成都,1.1105263157894736,19,25,1.9334706681781944,1.868421052631579,1.0000000000000302,1,0.0,20,102.3
天津,1.8095238095238095,6,10,1.6860373801312702,1.5238095238095237,1.0000000000000018,1,0.0,7,101.9
石家庄,2.2,5,9,1.5988201028533382,1.4,1.3819660112501064,2,0.0,6,101.0
太原,2.0,2,3,0.9963106677528506,1.0,2.999999999999999,2,0.0,3,102.8
呼和浩特,1.5,3,4,0.9857443430533761,1.3333333333333333,1.0000000000000009,1,0.0,4,101.9
沈阳,1.0,1,1,0.4337808304830271,1.0,2.0,1,0.0,2,102.3
大连,1.0,0,1,0.4337808304830271,1.0,2.0,1,0.0,2,102.1
长春,1.0,2,2,0.5796736792348086,1.3333333333333333,1.0,1,0.0,3,102.9
哈尔滨,1.0,1,1,0.4337808304830271,1.0,2.0,1,0.0,2,102.4
杭州,2.6666666666666665,8,18,2.4865847788075652,1.5,1.3603490632324708,2,0.0,9,103.8
宁波,2.533333333333333,5,10,1.9973139127055597,1.3333333333333333,1.0000000000000009,1,0.0,6,102.7
合肥,1.0,7,7,0.9245060006413663,1.75,1.0,1,0.0,8,103.2
福州,1.1428571428571428,6,7,1.0483585732315168,1.6666666666666667,1.0000000000000036,1,0.0,7,102.8
厦门,1.7,4,6,1.2538120415178113,1.4,1.0000000000000009,1,0.0,5,101.6
南昌,1.0,1,1,0.4337808304830271,1.0,2.0,1,0.0,2,102.2
济南,1.6,9,16,1.8823439242953652,1.6444444444444444,1.0000000000000027,1,0.0,10,101.4
青岛,2.380952380952381,6,12,2.097461704462582,1.4285714285714286,1.0000000000000016,1,0.0,7,101.9
郑州,1.2820512820512822,12,18,1.7439851799409873,1.7692307692307692,1.00000000000002,1,0.0,13,101.1
武汉,1.1428571428571428,13,17,1.5943265888467593,1.8131868131868132,1.000000000000013,1,0.0,14,102.0
长沙,1.4696969696969697,11,19,1.930788383780306,1.7121212121212122,1.000000000000012,1,0.0,12,101.5
南宁,1.509090909090909,10,16,1.7643742816602626,1.709090909090909,1.0000000000000235,1,0.0,11,101.5
海口,1.0,10,10,1.0884600848053327,1.8181818181818181,1.0000000000000002,1,0.0,11,100.7
贵阳,2.803030303030303,11,27,2.8614149193958207,1.5909090909090908,1.3284663491708004,2,0.0,12,101.4
昆明,1.1818181818181819,10,13,1.4291884177107934,1.7636363636363637,1.0000000000000187,1,0.0,11,101.4
拉萨,1.0,8,8,0.9799094311519359,1.7777777777777777,1.0000000000000002,1,0.0,9,101.2
西安,1.2142857142857142,7,9,1.2216480060333264,1.6785714285714286,1.0000000000000004,1,0.0,8,102.9
兰州,1.5,3,4,0.985744343053378,1.3333333333333333,1.0,1,0.0,4,101.8
西宁,1.0,5,5,0.8082114824928227,1.6666666666666667,1.0000000000000002,1,0.0,6,102.7
银川,1.4,5,7,1.1957156882576814,1.5333333333333334,1.0000000000000004,1,0.0,6,102.1
乌鲁木齐,1.3,4,5,0.9964805273591643,1.5,1.0000000000000004,1,0.0,5,100.3
北京,1.0,5,5,0.8082114824928227,1.6666666666666667,1.0,1,0.0,6,102.0
上海,1.0,1,1,0.4337808304830271,1.0,2.0,1,0.0,2,104.3
南京,1.0,0,1,0.4337808304830271,1.0,2.0,1,0.0,2,102.5
广州,3.466666666666667,9,25,3.521676645441234,1.4444444444444444,1.9065784118543916,2,0.0,10,102.8
深圳,3.5555555555555554,8,22,3.3090257383710315,1.3888888888888888,1.6277186767310194,2,0.0,9,102.4
重庆,1.2,5,6,1.0188341716605767,1.6,1.0000000000000009,1,0.0,6,101.7
成都,1.0384615384615385,12,13,1.2927287970060692,1.8333333333333333,1.0000000000000089,1,0.0,13,102.2
天津,2.7142857142857144,6,13,2.215566356559106,1.380952380952381,1.763932022500237,2,0.0,7,101.8
石家庄,2.533333333333333,5,10,1.8631711190534115,1.3333333333333333,1.518805695907985,2,0.0,6,100.3
太原,1.3333333333333333,6,8,1.2443388841770078,1.619047619047619,1.0000000000000024,1,0.0,7,101.4
呼和浩特,1.3333333333333333,0,8,1.2443388841770078,1.619047619047619,1.0000000000000058,1,0.0,7,101.8
沈阳,1.2181818181818183,10,13,1.4573779790824641,1.7636363636363637,1.000000000000015,1,0.0,11,101.8
大连,2.0,2,3,0.9963106677528506,1.0,2.9999999999999996,2,0.0,3,101.9
长春,1.0,1,1,0.4337808304830271,1.0,2.0,1,0.0,2,102.0
哈尔滨,1.7,4,6,1.2538120415178102,1.4,1.0000000000000013,1,0.0,5,101.7
杭州,3.325,15,44,3.903892203049817,1.6333333333333333,1.4383433132913066,2,0.0,16,102.5
宁波,3.6444444444444444,9,26,3.4671250490735654,1.4222222222222223,1.7232847869140082,2,0.0,10,101.7
合肥,2.2280701754385963,18,39,2.930129299503026,1.7719298245614035,1.0000000000000824,1,0.0,19,102.5
福州,2.5357142857142856,7,15,2.3732502929327124,1.4642857142857142,1.000000000000003,1,0.0,8,102.1
厦门,3.9047619047619047,6,16,2.8329761718268522,1.2380952380952381,2.829913513373969,3,0.0,7,101.4
南昌,2.3777777777777778,9,19,2.2754579664119774,1.5777777777777777,1.1919207869269897,2,0.0,10,101.6
济南,2.2,14,30,2.7177495569569334,1.7142857142857142,1.0000000000000362,1,0.0,15,100.9
青岛,3.6666666666666665,5,12,2.3294147940575307,1.2,3.0000000000000058,3,0.0,6,101.8
郑州,2.8366013071895426,17,43,3.4286643239113994,1.7189542483660132,1.000000000000024,1,0.0,18,100.9
武汉,1.5494505494505495,13,23,2.1764209880588323,1.7472527472527473,1.000000000000024,1,0.0,14,101.8
长沙,2.6209150326797386,17,39,3.1460814831079054,1.7450980392156863,1.00000000000005,1,0.0,18,101.3
南宁,1.8571428571428572,13,25,2.447148920885348,1.7252747252747254,1.000000000000033,1,0.0,14,101.2
海口,1.0457516339869282,17,19,1.614442427953433,1.8758169934640523,1.0000000000000453,1,0.0,18,100.9
贵阳,3.5757575757575757,11,30,3.185689058443386,1.5454545454545454,1.6693613669399128,3,0.0,12,101.0
昆明,1.5333333333333334,9,15,1.7394310910595832,1.6666666666666667,1.000000000000008,1,0.0,10,100.8
拉萨,1.0,6,6,0.8676269289008737,1.7142857142857142,0.9999999999999998,1,0.0,7,100.2
西安,1.4166666666666667,8,12,1.5201581785518565,1.6666666666666667,1.0000000000000095,1,0.0,9,102.4
兰州,1.5,3,4,0.985744343053378,1.3333333333333333,1.0000000000000002,1,0.0,4,101.9
西宁,1.0,5,5,0.8082114824928227,1.6666666666666667,1.0000000000000002,1,0.0,6,102.4
银川,1.7,4,6,1.253812041517809,1.4,1.0000000000000009,1,0.0,5,102.4
乌鲁木齐,1.5934065934065933,13,23,2.1573352466738394,1.7472527472527473,1.0000000000000397,1,0.0,14,99.9
北京,1.3571428571428572,7,10,1.3778855945631059,1.6428571428571428,1.0000000000000029,1,0.0,8,101.8
上海,2.7,4,8,1.7953171269628072,1.2,2.0000000000000013,2,0.0,5,102.2
南京,1.7820512820512822,12,24,2.435640608513682,1.6923076923076923,1.0000000000000182,1,0.0,13,102.1
广州,2.1176470588235294,17,41,3.649647987322666,1.7320261437908497,1.000000000000012,1,0.0,18,102.0
深圳,3.642857142857143,7,19,3.104119319979491,1.3214285714285714,1.9399173808088728,2,0.0,8,102.2
重庆,2.0444444444444443,9,17,2.194165750693499,1.6222222222222222,1.0000000000000084,1,0.0,10,101.4
成都,1.6421052631578947,19,34,2.594089081773529,1.8210526315789475,1.0000000000000768,1,0.0,20,101.6
天津,4.111111111111111,9,28,3.975974414486935,1.3777777777777778,2.000000000000005,2,0.0,10,101.5
石家庄,5.066666666666666,9,31,4.28469942768385,1.3111111111111111,3.1574148699171887,4,0.0,10,99.5
太原,2.2363636363636363,10,20,2.2662229735540422,1.6363636363636365,1.2384001099622277,2,0.0,11,101.3
呼和浩特,2.1333333333333333,5,9,1.7284825366214396,1.4,1.0000000000000013,1,0.0,6,101.3
沈阳,1.825,15,28,2.449449142969565,1.7666666666666666,1.0000000000000615,1,0.0,16,100.2
大连,2.7,4,8,1.795317126962805,1.2,2.000000000000001,2,0.0,5,101.2
长春,1.378787878787879,11,17,1.7679646650686955,1.7424242424242424,1.0000000000000173,1,0.0,12,100.7
哈尔滨,1.1944444444444444,8,10,1.278200770235086,1.7222222222222223,1.000000000000008,1,0.0,9,101.0
杭州,4.2687747035573125,22,84,6.487758062938121,1.66798418972332,1.563828522787757,2,0.0,23,102.1
宁波,5.625,15,62,6.161897888179843,1.4833333333333334,2.000000000000001,2,0.0,16,101.2
合肥,5.636842105263158,19,83,7.064071613478838,1.563157894736842,2.5720649580537716,3,0.0,20,102.3
福州,3.6,10,29,3.684105667200185,1.4727272727272727,1.718822646303881,2,0.0,11,102.1
厦门,4.285714285714286,7,21,3.4812551128218137,1.25,3.000000000000007,3,0.0,8,100.8
南昌,4.151515151515151,11,35,4.09120272205791,1.4696969696969697,2.1556159272838515,3,0.0,12,101.0
济南,4.033333333333333,15,47,4.334825776834559,1.6083333333333334,1.9174215071345204,3,0.0,16,100.3
青岛,5.015151515151516,11,40,4.837884948483548,1.393939393939394,1.7820230346482062,2,0.0,12,101.2
郑州,3.7526315789473683,19,59,4.505111984123475,1.6894736842105262,1.2590920451475986,2,0.0,20,100.2
武汉,2.6714285714285713,20,50,3.531453524837383,1.7619047619047619,1.1790283547152987,2,0.0,21,101.2
长沙,4.5285714285714285,20,69,5.313695050361358,1.6714285714285715,1.8034094925513178,3,0.0,21,101.0
南宁,3.4,14,41,4.391860618004602,1.6095238095238096,1.000000000000017,1,0.0,15,101.8
海口,1.368421052631579,18,28,2.390940932934911,1.8362573099415205,1.0000000000000326,1,0.0,19,100.6
贵阳,4.32051282051282,12,39,4.130015214369076,1.5,1.8873441458203608,3,0.0,13,101.2
昆明,1.871345029239766,18,40,3.021085560853812,1.7660818713450293,1.0000000000000573,1,0.0,19,100.3
拉萨,1.0,4,4,0.7442576395400112,1.6,1.0000000000000009,1,0.0,5,99.4
西安,1.7124183006535947,17,33,2.5826791605774098,1.7843137254901962,1.0000000000001,1,0.0,18,101.7
兰州,1.5769230769230769,12,21,2.102493477559489,1.7307692307692308,1.000000000000021,1,0.0,13,101.5
西宁,1.3333333333333333,6,8,1.2443388841770078,1.619047619047619,1.000000000000004,1,0.0,7,102.1
银川,1.8571428571428572,7,13,1.8173681377683482,1.5357142857142858,1.0000000000000069,1,0.0,8,102.5
乌鲁木齐,1.3818181818181818,10,15,1.6476872957775666,1.7272727272727273,1.0000000000000164,1,0.0,11,100.2
北京,2.1818181818181817,11,23,2.519037118913754,1.6515151515151516,1.000000000000011,1,0.0,12,101.2
上海,3.45,24,78,5.422182727210719,1.74,1.0000000000000244,1,0.0,25,101.5
南京,4.196078431372549,17,59,5.239590419023878,1.6143790849673203,1.754156235889357,2,0.0,18,101.4
广州,3.3770114942528737,29,97,6.550486319059421,1.7770114942528736,1.0000000000000102,1,0.0,30,101.3
深圳,3.863157894736842,19,66,5.916939730365364,1.6526315789473685,1.6247796794082274,2,0.0,20,101.7
重庆,2.1264822134387353,22,53,3.6053280342580587,1.790513833992095,1.0000000000001024,1,0.0,23,101.2
成都,2.119047619047619,20,46,3.6018545954434695,1.7809523809523808,1.000000000000045,1,0.0,21,101.4
天津,2.533333333333333,5,10,1.9241716050156223,1.3333333333333333,2.0000000000000027,2,0.0,6,102.0
石家庄,4.0,8,24,3.6523567596420383,1.3333333333333333,2.0000000000000018,2,0.0,9,99.4
太原,1.6818181818181819,11,20,2.109405217747948,1.696969696969697,1.0000000000000173,1,0.0,12,100.7
呼和浩特,1.8095238095238095,6,10,1.6860373801312745,1.5238095238095237,1.0000000000000042,1,0.0,7,101.2
沈阳,1.5,16,26,2.2216074573569333,1.8088235294117647,1.0000000000000622,1,0.0,17,100.7
大连,2.1666666666666665,3,5,1.2901694879307595,1.1666666666666667,2.0000000000000018,2,0.0,4,101.3
长春,1.1090909090909091,10,12,1.308167419394125,1.7818181818181817,1.0000000000000004,1,0.0,11,101.1
哈尔滨,1.1944444444444444,8,10,1.278200770235086,1.7222222222222223,1.0000000000000113,1,0.0,9,101.0
杭州,3.7333333333333334,15,48,4.384636758339448,1.6,1.6861834667361069,3,0.0,16,102.3
宁波,4.194444444444445,8,24,3.578747929579508,1.3333333333333333,1.9633310759020413,2,0.0,9,101.4
合肥,2.6691176470588234,16,38,3.10307143689349,1.7205882352941178,1.2024696028667874,2,0.0,17,102.3
福州,2.638888888888889,8,18,2.5971134776544846,1.5,1.000000000000006,1,0.0,9,101.8
厦门,3.4285714285714284,6,15,2.643151940006549,1.2857142857142858,2.5188056959079983,3,0.0,7,100.4
南昌,1.5818181818181818,10,17,1.8489626425453027,1.690909090909091,1.000000000000015,1,0.0,11,100.9
济南,3.525,15,43,3.9773918303642213,1.6416666666666666,1.692688191417874,2,0.0,16,100.8
青岛,4.2727272727272725,11,36,4.330194366908501,1.4545454545454546,1.7810200433580303,2,0.0,12,101.5
郑州,1.2222222222222223,9,12,1.4061033756901278,1.7333333333333334,1.0000000000000122,1,0.0,10,100.6
武汉,1.368421052631579,19,33,2.4792242980497,1.8263157894736841,1.0000000000000617,1,0.0,20,101.3
长沙,2.130718954248366,17,36,2.8358126405705497,1.7647058823529411,1.0000000000000648,1,0.0,18,100.9
南宁,1.879120879120879,13,24,2.2930862134659824,1.7362637362637363,1.0000000000000417,1,0.0,14,101.4
海口,1.1,15,18,1.6301574156813077,1.85,1.000000000000008,1,0.0,16,100.7
贵阳,3.5757575757575757,11,30,3.185689058443386,1.5454545454545454,1.6693613669399123,3,0.0,12,100.9
昆明,1.4285714285714286,13,22,2.0149800652789214,1.7582417582417582,1.0000000000000124,1,0.0,14,100.0
拉萨,1.0,8,8,0.9799094311519359,1.7777777777777777,1.0000000000000002,1,0.0,9,100.2
西安,1.0,1,1,0.4337808304830271,1.0,2.0,1,0.0,2,102.7
兰州,1.2181818181818183,10,13,1.4573779790824635,1.7636363636363637,1.0000000000000089,1,0.0,11,101.1
西宁,1.0,6,6,0.8676269289008737,1.7142857142857142,0.9999999999999997,1,0.0,7,101.7
银川,1.4666666666666666,5,7,1.241466949850764,1.5333333333333334,1.0000000000000016,1,0.0,6,101.8
乌鲁木齐,1.3181818181818181,11,16,1.6616344137285817,1.7575757575757576,1.0000000000000226,1,0.0,12,100.8
北京,1.9090909090909092,10,19,2.4736381272333903,1.6545454545454545,1.0000000000000053,1,0.0,11,101.3
上海,2.6363636363636362,11,27,3.2016877604990266,1.5909090909090908,1.0000000000000144,1,0.0,12,101.6
南京,2.4,15,37,3.4865607833347703,1.6916666666666667,1.0000000000000315,1,0.0,16,101.2
广州,1.8857142857142857,20,42,3.2186941143894843,1.8,1.0000000000000313,1,0.0,21,101.5
深圳,2.8214285714285716,7,16,2.5287659635686652,1.4285714285714286,2.000000000000006,2,0.0,8,102.5
重庆,2.0714285714285716,7,13,1.9389621549006126,1.5357142857142858,1.0000000000000047,1,0.0,8,100.6
成都,1.2714285714285714,20,31,2.3091426370809995,1.8523809523809525,1.0000000000001017,1,0.0,21,101.3
天津,4.5777777777777775,9,31,4.3908435645151345,1.3333333333333333,1.927061208153036,2,0.0,10,102.2
石家庄,4.945454545454545,10,35,4.633674671182777,1.3636363636363635,1.97579175909397,2,0.0,11,100.3
太原,1.9555555555555555,9,18,2.2343683275416186,1.6,1.0000000000000093,1,0.0,10,101.5
呼和浩特,2.7,4,8,1.7953171269628072,1.2,2.000000000000002,2,0.0,5,101.6
沈阳,1.475,15,24,2.1504082466881913,1.8,1.0000000000000417,1,0.0,16,100.9
大连,2.1666666666666665,3,5,1.2901694879307595,1.1666666666666667,2.0,2,0.0,4,102.0
长春,1.1333333333333333,9,11,1.275138286027581,1.7555555555555555,1.0000000000000009,1,0.0,10,100.9
哈尔滨,1.0,1,1,0.4337808304830271,1.0,2.0,1,0.0,2,101.9
杭州,2.8,10,25,2.8727372026877633,1.5454545454545454,1.2729849903758739,2,0.0,11,102.6
宁波,2.7142857142857144,6,13,2.191944630909439,1.380952380952381,1.4858630706647105,2,0.0,7,101.9
合肥,2.257309941520468,18,40,2.969889943250803,1.7660818713450293,1.0000000000000902,1,0.0,19,102.9
福州,2.5357142857142856,7,15,2.3732502929327124,1.4642857142857142,1.000000000000005,1,0.0,8,101.9
厦门,3.4285714285714284,6,15,2.6431519400065584,1.2857142857142858,2.518805695907997,3,0.0,7,101.1
南昌,1.4222222222222223,9,14,1.635272063504291,1.6888888888888889,1.000000000000011,1,0.0,10,101.5
济南,2.625,15,39,3.6583114712668894,1.675,1.0000000000000335,1,0.0,16,101.6
青岛,4.472222222222222,8,25,3.773913669440029,1.3055555555555556,1.837722339831621,2,0.0,9,101.8
郑州,2.6013071895424837,17,40,3.165396046645928,1.738562091503268,1.0000000000000355,1,0.0,18,101.5
武汉,1.4509803921568627,17,29,2.3423263583308067,1.8104575163398693,1.0000000000000617,1,0.0,18,102.1
长沙,2.1169590643274856,18,37,2.761435667234577,1.7836257309941521,1.0000000000001241,1,0.0,19,101.6
南宁,2.08974358974359,12,24,2.3709637760754143,1.6923076923076923,1.0000000000000433,1,0.0,13,101.9
海口,1.025,15,16,1.4346619443351558,1.8666666666666667,1.0000000000000058,1,0.0,16,101.1
贵阳,3.5757575757575757,11,30,3.185689058443386,1.5454545454545454,1.669361366939913,3,0.0,12,101.4
昆明,1.509090909090909,10,17,1.8280353007382095,1.690909090909091,1.0000000000000149,1,0.0,11,100.3
拉萨,1.0,6,6,0.8676269289008737,1.7142857142857142,0.9999999999999999,1,0.0,7,99.7
西安,1.3956043956043955,13,20,1.9157877532420966,1.7802197802197801,1.000000000000027,1,0.0,14,102.6
兰州,1.1944444444444444,8,10,1.2782007702350844,1.7222222222222223,1.0000000000000036,1,0.0,9,101.6
西宁,1.0,6,6,0.8676269289008737,1.7142857142857142,1.0,1,0.0,7,101.9
银川,1.4666666666666666,5,7,1.241466949850764,1.5333333333333334,1.0000000000000029,1,0.0,6,102.6
乌鲁木齐,1.5,8,12,1.5506932219258962,1.6666666666666667,1.000000000000011,1,0.0,9,100.8
北京,2.7777777777777777,9,21,2.7799425238545625,1.5333333333333334,1.0000000000000104,1,0.0,10,101.8
上海,3.5555555555555554,8,22,3.2851656479279527,1.3888888888888888,1.452493386835024,2,0.0,9,101.8
南京,2.120879120879121,13,30,3.105742590701077,1.6703296703296704,1.0000000000000264,1,0.0,14,101.9
广州,2.673202614379085,17,47,4.255711429330617,1.6928104575163399,1.0000000000000147,1,0.0,18,102.0
深圳,3.4615384615384617,12,36,4.133887419298399,1.5384615384615385,1.7506789977081254,2,0.0,13,102.0
重庆,2.0555555555555554,8,15,2.0666107530247886,1.5833333333333333,1.0000000000000064,1,0.0,9,101.0
成都,1.3285714285714285,20,32,2.40490617456472,1.8476190476190477,1.0000000000000275,1,0.0,21,101.7
天津,3.0833333333333335,8,21,2.9887102287461715,1.4444444444444444,1.7385159088654962,2,0.0,9,103.0
石家庄,3.4761904761904763,6,14,2.3131397468021913,1.3333333333333333,2.267949192431127,3,0.0,7,101.4
太原,1.8181818181818181,10,19,2.1185747333947575,1.6545454545454545,1.0000000000000167,1,0.0,11,102.3
呼和浩特,1.5,3,4,0.9857443430533761,1.3333333333333333,1.0000000000000004,1,0.0,4,102.9
沈阳,1.3296703296703296,13,19,1.8876808363287634,1.7912087912087913,1.00000000000002,1,0.0,14,102.5
大连,1.3296703296703296,0,19,1.8876808363287634,1.7912087912087913,1.0000000000000338,1,0.0,14,103.4
长春,1.1666666666666667,8,10,1.245917415590531,1.7222222222222223,1.0000000000000049,1,0.0,9,102.0
哈尔滨,1.0,1,1,0.4337808304830271,1.0,2.0,1,0.0,2,103.0
杭州,4.383333333333334,15,54,5.161931023303755,1.55,1.810500628412774,2,0.0,16,103.4
宁波,4.709090909090909,10,35,4.601885264489663,1.3636363636363635,2.0000000000000027,2,0.0,11,102.9
合肥,2.8263157894736843,19,49,3.6606105269044256,1.7421052631578948,1.0000000000000582,1,0.0,20,103.6
福州,3.0555555555555554,8,20,3.042712808593323,1.4444444444444444,1.0000000000000024,1,0.0,9,103.3
厦门,4.142857142857143,6,17,3.120907718350603,1.1904761904761905,3.0000000000000053,3,0.0,7,102.5
南昌,1.4166666666666667,8,12,1.520158178551853,1.6666666666666667,1.0000000000000107,1,0.0,9,102.3
济南,2.5428571428571427,14,35,3.3805345420937076,1.6666666666666667,1.000000000000034,1,0.0,15,102.9
青岛,3.1333333333333333,9,23,3.205688713866094,1.488888888888889,1.0000000000000089,1,0.0,10,102.8
郑州,2.735294117647059,16,37,2.9370162308897316,1.7279411764705883,1.2296702790125122,2,0.0,17,102.5
武汉,1.438095238095238,20,37,2.650185831997988,1.8238095238095238,1.0000000000000835,1,0.0,21,102.8
长沙,2.3216374269005846,18,39,2.840263606075061,1.7719298245614035,1.070389121812954,2,0.0,19,102.5
南宁,1.989010989010989,13,26,2.511169552920676,1.7142857142857142,1.0000000000000357,1,0.0,14,102.6
