city_name,degree_superNode,degree_origion,edgenum
菏泽,5,9,4
邯郸,6,9,3
渭南,2,5,3
张家口,4,7,3
天津,12,14,3
长治,2,4,3
承德,2,4,3
石家庄,10,12,3
扬州,7,10,3
濮阳,3,3,2
运城,3,4,2
贵港,3,5,2
滨州,5,6,2
吕梁,2,4,2
洛阳,4,6,2
临汾,3,3,2
庆阳,1,3,2
聊城,6,7,2
济源,1,2,2
肇庆,4,6,2
乌兰察布,3,4,2
锡林郭勒盟,2,2,2
亳州,4,6,2
驻马店,5,7,2
阜阳,6,7,2
平凉,1,2,2
太原,10,11,2
晋中,4,4,1
鄂尔多斯,5,6,1
忻州,3,3,1
自贡,4,5,1
乐山,2,2,1
来宾,2,2,1
天水,3,4,1
定西,2,2,1
佛山,13,13,1
榆林,4,4,1
青岛,9,9,1
阳泉,2,2,1
临沂,10,10,1
南阳,3,3,1
保定,9,9,1
金华,9,10,1
上饶,5,5,1
兰州,9,9,1
通辽,3,4,1
阜新,2,2,1
泰安,3,3,1
绍兴,5,6,1
台州,5,5,1
绥化,2,3,1
齐齐哈尔,4,4,1
深圳,22,22,1
南通,7,7,1
清远,5,5,1
赤峰,4,4,1
盐城,7,7,1
钦州,3,4,1
玉林,5,5,1
蚌埠,4,4,1
郑州,20,20,1
三门峡,2,2,1
平顶山,5,5,1
大理白族自治州,4,5,1
临沧,2,2,1
沧州,8,8,1
葫芦岛,3,4,1
朝阳,2,2,1
常州,7,7,1
晋城,1,1,1
铜川,1,1,1
周口,7,7,1
延安,2,2,1
西安,18,18,1
信阳,4,4,1
巴中,2,3,1
南充,6,6,1
北京,38,39,1
烟台,4,4,1
