city_name,degree_superNode,degree_origion,edgenum
苏州,6,[],6
合肥,7,3,4
成都,14,10,4
柳州,4,1,3
上海,5,3,3
曲靖,6,3,3
西安,4,2,2
宝鸡,2,1,2
定西,3,1,2
鄂尔多斯,4,2,2
凉山彝族自治州,3,2,2
滨州,3,1,2
大理白族自治州,4,2,2
济南,5,4,2
沈阳,7,5,2
无锡,4,4,2
衡水,3,1,2
揭阳,3,1,2
文山壮族苗族自治州,3,1,2
芜湖,3,2,2
漯河,3,1,2
郑州,7,5,2
南宁,8,7,2
邵阳,2,[],2
周口,8,7,2
洛阳,3,1,2
哈尔滨,1,[],1
绥化,1,1,1
湖州,3,3,1
阜阳,4,4,1
天水,1,1,1
盐城,3,3,1
乌海,1,1,1
宿州,4,3,1
蚌埠,1,1,1
攀枝花,1,1,1
南通,4,4,1
河池,2,2,1
桂林,1,1,1
自贡,2,2,1
烟台,2,1,1
威海,1,1,1
淮北,2,1,1
亳州,4,4,1
包头,1,1,1
东营,1,1,1
咸阳,2,2,1
保山,2,2,1
淄博,3,3,1
马鞍山,3,3,1
南充,4,3,1
广安,2,2,1
滁州,2,2,1
杭州,7,7,1
本溪,1,1,1
临夏回族自治州,2,2,1
黔西南布依族苗族自治州,4,4,1
德州,3,3,1
昭通,4,4,1
汕尾,2,2,1
广州,12,11,1
珠海,2,2,1
丽水,2,1,1
温州,1,1,1
昆明,7,7,1
金华,4,3,1
绍兴,3,3,1
营口,2,1,1
大连,1,1,1
鞍山,4,3,1
盘锦,2,2,1
红河哈尼族彝族自治州,4,4,1
驻马店,3,3,1
呼和浩特,2,1,1
乌兰察布,1,1,1
商丘,5,5,1
百色,3,3,1
贺州,1,[],1
梧州,2,2,1
宣城,1,1,1
南京,4,3,1
扬州,2,2,1
娄底,3,3,1
焦作,2,2,1
武汉,2,1,1
孝感,1,1,1
来宾,2,2,1
重庆,7,6,1
恩施土家族苗族自治州,1,1,1
潮州,2,2,1
阜新,1,1,1
临沧,1,1,1
延安,2,2,1
长沙,7,7,1
达州,3,3,1
贵阳,7,6,1
六盘水,5,5,1
嘉兴,4,4,1
许昌,4,4,1
三门峡,1,1,1
巴中,3,3,1
沧州,2,2,1
清远,3,2,1
韶关,2,2,1
平顶山,2,2,1
东莞,5,4,1
中山,5,5,1
湘西土家族苗族自治州,1,[],1
怀化,1,1,1
宁波,4,3,1
舟山,1,1,1
