city_name,degree_superNode,degree_origion,edgenum
南宁,0,4,4
合肥,2,4,2
深圳,5,7,2
杭州,0,2,2
广安,1,3,2
南充,2,3,2
西安,2,4,2
南通,0,2,2
成都,10,12,2
崇左,0,0,1
百色,0,0,1
滁州,1,1,1
菏泽,0,1,1
济宁,0,0,1
河源,1,1,1
扬州,0,1,1
泰州,0,0,1
安庆,0,0,1
嘉兴,0,0,1
佛山,1,2,1
肇庆,0,0,1
重庆,4,5,1
恩施土家族苗族自治州,0,0,1
梅州,0,0,1
河池,0,0,1
绍兴,0,0,1
宁德,0,1,1
福州,0,0,1
周口,1,2,1
阜阳,1,1,1
钦州,0,0,1
郑州,1,2,1
许昌,0,0,1
宝鸡,0,0,1
张家口,0,1,1
北京,3,3,1
绥化,1,2,1
大庆,0,0,1
曲靖,2,3,1
六盘水,1,1,1
上海,1,1,1
眉山,1,2,1
乐山,1,1,1
达州,3,3,1
商洛,0,0,1
自贡,1,1,1
芜湖,0,1,1
马鞍山,0,0,1
盐城,0,0,1
巴中,1,1,1
广元,1,1,1
