city_name,degree_superNode,degree_origion,edgenum
菏泽,3,9,6
天津,10,15,5
乌兰察布,1,5,4
张家口,3,5,4
长治,2,5,3
邯郸,6,8,3
佛山,11,14,3
深圳,20,23,3
亳州,3,6,3
渭南,2,5,3
蚌埠,3,4,2
阜新,1,3,2
庆阳,1,3,2
自贡,3,5,2
巴彦淖尔,2,4,2
鄂尔多斯,4,5,2
忻州,2,3,2
滨州,5,6,2
大理白族自治州,3,5,2
北京,37,38,2
南通,6,8,2
阜阳,6,8,2
聊城,6,7,2
临汾,3,4,2
扬州,8,9,2
太原,10,12,2
淮北,2,3,2
济南,14,15,2
日照,3,4,2
吉林,1,3,2
承德,3,4,2
石家庄,11,12,2
开封,4,5,2
锡林郭勒盟,2,2,2
吕梁,2,3,2
濮阳,3,3,2
连云港,5,6,2
运城,3,4,2
贵港,3,4,2
济源,1,3,2
平凉,1,2,2
洛阳,4,5,2
驻马店,5,6,2
韶关,3,3,2
大同,3,3,2
玉林,4,6,2
肇庆,4,5,2
茂名,6,6,1
淮南,3,3,1
通辽,3,3,1
常德,3,4,1
荆州,4,4,1
晋中,4,4,1
兰州,9,9,1
乐山,2,2,1
包头,3,3,1
赣州,3,3,1
乌海,1,1,1
嘉兴,6,7,1
金华,9,9,1
绍兴,5,6,1
台州,5,5,1
临沂,10,10,1
巴中,2,3,1
南充,6,6,1
楚雄彝族自治州,1,1,1
烟台,4,4,1
常州,7,7,1
青岛,9,9,1
信阳,4,4,1
盐城,7,7,1
晋城,1,1,1
锦州,3,3,1
哈尔滨,11,11,1
赤峰,4,4,1
泰安,3,3,1
榆林,4,4,1
铜川,1,1,1
苏州,16,16,1
武威,1,2,1
金昌,0,0,1
重庆,18,18,1
郑州,20,20,1
沧州,8,8,1
上海,33,34,1
宿迁,4,4,1
宿州,4,5,1
商丘,5,5,1
临沧,2,2,1
保定,9,9,1
江门,6,7,1
阳江,2,2,1
昆明,14,15,1
凉山彝族自治州,3,3,1
平顶山,5,5,1
衡水,6,6,1
阳泉,2,2,1
延安,2,2,1
西安,18,18,1
南阳,3,3,1
来宾,2,2,1
三门峡,2,2,1
延边朝鲜族自治州,1,1,1
北海,2,2,1
钦州,3,3,1
清远,5,5,1
许昌,4,4,1
镇江,6,7,1
泰州,8,8,1
徐州,9,9,1
朔州,2,2,1
葫芦岛,3,4,1
朝阳,2,2,1
周口,7,7,1
绥化,2,3,1
齐齐哈尔,4,4,1
