city_name,degree_superNode,degree_origion,edgenum
扬州,10,6,4
上海,40,36,4
开封,5,2,3
临沂,12,10,3
济南,17,15,2
大理白族自治州,5,3,2
太原,12,10,2
天津,13,12,2
运城,5,3,2
渭南,4,3,2
常州,8,7,2
北京,42,41,2
厦门,8,7,2
哈尔滨,13,11,2
衡阳,7,5,2
南阳,5,3,2
昆明,17,15,2
南通,8,8,2
邯郸,7,5,2
周口,8,7,2
聊城,6,6,2
日照,4,4,1
榆林,5,4,1
吕梁,3,3,1
盐城,8,8,1
东莞,11,10,1
肇庆,4,4,1
池州,3,2,1
铜陵,4,4,1
德州,8,7,1
潍坊,10,10,1
杭州,17,16,1
舟山,3,3,1
楚雄彝族自治州,2,2,1
长治,3,2,1
晋中,5,5,1
驻马店,6,5,1
阜阳,7,7,1
江门,7,6,1
阳江,3,3,1
晋城,2,2,1
重庆,20,19,1
武汉,21,21,1
滨州,6,6,1
三门峡,3,3,1
新乡,5,5,1
兴安盟,3,2,1
齐齐哈尔,5,5,1
郑州,21,20,1
济源,2,2,1
深圳,22,22,1
佛山,12,11,1
茂名,7,7,1
宜春,6,5,1
赣州,4,4,1
淄博,6,6,1
铜川,2,2,1
忻州,3,2,1
朔州,3,3,1
大连,6,6,1
青岛,10,9,1
济宁,7,7,1
常德,4,3,1
荆州,5,5,1
镇江,7,6,1
泰州,9,9,1
呼伦贝尔,2,2,1
湘潭,4,4,1
嘉兴,7,6,1
金华,9,9,1
鹤岗,2,2,1
信阳,5,5,1
凉山彝族自治州,4,4,1
许昌,5,5,1
保定,10,10,1
宿州,5,4,1
商丘,6,6,1
蚌埠,4,3,1
淮南,4,4,1
临沧,3,3,1
福州,9,9,1
无锡,10,10,1
亳州,5,5,1
邵阳,4,4,1
洛阳,5,5,1
石家庄,13,13,1
德宏傣族景颇族自治州,2,2,1
