date,index
20221010,1.150038
20221009,1.1275848
20221008,1.2486312
20221007,1.3587912
20221006,1.3245444
20221005,1.3346208
20221004,1.323702
20221003,1.1768328
20221002,1.3484232
20221001,2.029536
20220930,1.4988888
20220929,1.2928248
20220928,1.3042944
20220927,1.3713624
20220926,1.33002
20220925,1.2102048
20220924,1.222614
20220923,1.1709684
20220922,1.0860804
20220921,1.076976
20220920,1.0767168
20220919,1.1598552
20220918,1.2875436
20220917,1.398546
20220916,1.4228136
20220915,1.4266368
20220914,1.603152
20220913,1.6785468
20220912,1.626966
20220911,1.4972364
20220910,1.721088
20220909,1.6356816
20220908,1.431432
20220907,1.2798
20220906,1.2719268
20220905,1.2437712
20220904,1.0987812
20220903,1.1586564
20220902,1.1323476
20220901,1.1321532
20220831,1.1992536
20220830,1.2628548
20220829,1.2373884
20220828,1.2426048
20220827,1.3541256
20220826,1.416528
20220825,1.3406148
20220824,1.3608648
20220823,1.4195412
20220822,1.497528
20220821,1.6163064
20220820,1.8573948
20220819,1.6693776
20220818,1.6061976
20220817,1.723032
20220816,1.7736084
20220815,1.8154692
20220814,1.8849996
20220813,2.1590388
20220812,1.8324792
20220811,1.8383112
20220810,1.7761356
20220809,1.719468
20220808,1.9309104
20220807,1.9069344
20220806,2.1185064
20220805,1.9249488
20220804,1.8010836
20220803,1.7880588
20220802,1.785402
20220801,1.9201212
20220731,1.9380708
20220730,2.0423016
20220729,1.8291744
20220728,1.5702012
20220727,1.6292988
20220726,1.6568064
20220725,1.82574
20220724,1.7618472
20220723,1.92132
20220722,1.7672256
20220721,1.6514928
20220720,1.6746912
20220719,1.6954596
20220718,1.7645688
20220717,1.81359
20220716,1.9740996
20220715,1.8044856
20220714,1.6491276
20220713,1.5448644
20220712,1.4794812
20220711,1.7459388
20220710,1.6712892
20220709,1.7438976
20220708,1.6747236
20220707,1.4747832
20220706,1.3746348
20220705,1.235412
20220704,1.4254056
20220703,1.410534
20220702,1.5830964
20220701,1.455084
20220630,1.322406
20220629,1.270404
20220628,1.2657384
20220627,1.1285892
20220626,1.2322692
20220625,1.313982
20220624,1.194102
20220623,1.1084364
20220622,1.1286216
20220621,1.1329956
20220620,1.2002256
20220619,1.0993968
20220618,1.1421648
20220617,1.1098944
20220616,1.0434096
20220615,1.0177812
20220614,0.9939024
20220613,1.0207944
20220612,0.9783504
20220611,0.98172
20220610,0.9655848
20220609,0.8737308
20220608,0.8551332
20220607,0.8753508
20220606,0.9364248
20220605,0.908172
20220604,0.8855892
20220603,0.9819144
20220602,1.0533564
20220601,0.9967212
20220531,0.9591696
20220530,0.8818308
20220529,0.8532216
20220528,0.8285976
20220527,0.7741332
20220526,0.7403076
20220525,0.6426216
20220524,0.6237972
20220523,0.6150816
20220522,0.6628392
20220521,0.5536512
20220520,0.6455376
20220519,0.638766
20220518,0.6196824
20220517,0.6074676
20220516,0.6576876
20220515,0.6302772
20220514,0.7648992
20220513,0.743742
20220512,0.7431912
20220511,0.7578036
20220510,0.726732
20220509,0.7638624
20220508,0.7051536
20220507,0.7154892
20220506,0.7289028
20220505,0.7377804
20220504,0.6848712
20220503,0.6746976
20220502,0.6581088
20220501,0.6452136
20220430,0.6758316
20220429,0.6185484
20220428,0.5671296
20220427,0.5785344
20220426,0.5563404
20220425,0.5653152
20220424,0.5804136
20220423,0.5491476
20220422,0.4323456
20220421,0.299862
20220420,0.3006396
20220419,0.4512996
20220418,0.8409096
20220417,0.8957628
20220416,0.886788
20220415,0.7162992
20220414,0.6233436
20220413,0.5917212
20220412,0.53946
20220411,0.4061664
20220410,0.317844
20220409,0.2861244
20220408,0.2886192
20220407,0.2719332
20220406,0.276696
20220405,0.2062584
20220404,0.2234628
20220403,0.2485404
20220402,0.1927476
20220401,0.1883412
20220331,0.1762236
20220330,0.1985148
20220329,0.1703268
20220328,0.1525068
20220327,0.139968
20220326,0.1451196
20220325,0.143856
20220324,0.1510164
20220323,0.1618704
20220322,0.1955988
20220321,0.2909196
20220320,0.40095
20220319,0.6089256
20220318,0.8087364
20220317,0.8728884
20220316,0.917082
20220315,1.0062144
20220314,1.117314
20220313,1.0642104
20220312,1.1791332
20220311,1.263924
20220310,1.1703852
20220309,1.1856456
20220308,1.2489876
20220307,1.3689648
20220306,1.2688164
20220305,1.4331168
20220304,1.4176944
20220303,1.3897656
20220302,1.24254
20220301,1.508058
20220228,1.3425588
20220227,1.6769268
20220226,1.8131364
20220225,1.5419484
20220224,1.4828508
20220223,1.502226
20220222,1.353834
20220221,1.4281272
20220220,1.3700988
20220219,1.4347044
20220218,1.3455396
20220217,1.419606
20220216,1.233792
20220215,0.845802
20220214,0.7637004
20220213,0.990144
20220212,1.2267288
20220211,1.2599712
20220210,1.2590316
20220209,1.2458772
20220208,1.1758608
20220207,1.354644
20220206,1.4467248
20220205,0.9965268
20220204,0.8826084
20220203,0.7954848
20220202,0.854874
20220201,0.5017464
20220131,0.7574472
20220130,1.1270988
20220129,1.2069324
20220128,1.1499732
20220127,1.0690056
20220126,1.048788
20220125,0.9861264
20220124,0.9746892
20220123,0.8483292
20220122,0.7972668
20220121,0.9182484
20220120,0.8922636
20220119,0.8580816
20220118,0.8119116
20220117,0.8723376
20220116,0.8528976
20220115,0.8529948
20220114,0.8659548
20220113,0.811134
20220112,0.861192
20220111,1.0273392
20220110,0.9908892
20220109,1.1026368
20220108,1.4209344
20220107,1.1538288
20220106,1.1861964
20220105,1.20852
20220104,1.3284324
20220103,1.3485528
20220102,1.2719916
20220101,1.782162
20211231,1.5913908
20211230,1.2588372
20211229,1.188918
20211228,1.1923848
20211227,1.3176108
20211226,1.2268908
20211225,1.1888856
20211224,1.2840444
20211223,1.2635028
20211222,1.2405636
20211221,1.2718944
20211220,1.3980276
20211219,1.361286
20211218,1.4753016
20211217,1.3619016
20211216,1.2852756
20211215,1.249344
20211214,1.2235536
20211213,1.3445676
20211212,1.2510936
20211211,1.3323204
20211210,1.2680064
20211209,1.162674
20211208,1.1897928
20211207,1.247724
20211206,1.33407
20211205,1.2895524
20211204,1.4413788
20211203,1.2674232
20211202,1.2773376
20211201,1.2579948
20211130,1.223586
20211129,1.3851648
20211128,1.2889044
20211127,1.4012676
20211126,1.2665484
20211125,1.2197304
20211124,1.2032388
20211123,1.1839284
20211122,1.251288
20211121,1.2049236
20211120,1.3875624
20211119,1.3037112
20211118,1.07244
20211117,1.1165688
20211116,1.1910888
20211115,1.3030308
20211114,1.221804
20211113,1.3629384
20211112,1.2628872
20211111,1.1895336
20211110,1.180656
20211109,1.1012436
20211108,0.7197336
20211107,0.7235568
20211106,1.224072
20211105,1.1282976
20211104,1.14858
20211103,1.0969344
20211102,1.0610028
20211101,1.19718
20211031,1.130274
20211030,1.2323664
20211029,1.2200868
20211028,1.1562588
20211027,1.1750508
20211026,1.215648
20211025,1.341522
20211024,1.3110336
20211023,1.5128532
20211022,1.4489928
20211021,1.3577868
20211020,1.3751856
20211019,1.4197356
20211018,1.5554916
20211017,1.4720292
20211016,1.6634808
20211015,1.4796432
20211014,1.4248872
20211013,1.346868
20211012,1.4009112
20211011,1.439856
20211010,1.326132
20211009,1.3593744
20211008,1.6240176
20211007,1.8303084
20211006,1.7713404
20211005,1.8616716
20211004,2.0359836
20211003,2.1771504
20211002,2.5777116
20211001,3.778326
20210930,1.7038188
20210929,1.544184
20210928,1.434024
20210927,1.4116032
20210926,1.3808232
20210925,1.3996152
20210924,1.4018832
20210923,1.6061328
20210922,1.6929
20210921,1.2705012
20210920,1.4331168
20210919,2.2706892
20210918,1.7339184
20210917,1.4190552
20210916,1.4744268
20210915,1.5530292
20210914,1.35756
20210913,1.424466
20210912,1.388988
20210911,1.6433604
20210910,1.4345424
20210909,1.3391568
20210908,1.3330008
20210907,1.2933108
20210906,1.4024664
20210905,1.493802
20210904,1.5912936
20210903,1.2562776
20210902,1.2423456
20210901,1.2252708
20210831,1.14534
20210830,1.1930652
20210829,1.1252196
20210828,1.2730608
20210827,1.1292696
20210826,1.1104776
20210825,1.0866312
20210824,1.0764252
20210823,1.0956708
20210822,0.9569016
20210821,1.1467656
20210820,0.9674316
20210819,0.9730368
20210818,1.0083528
20210817,0.9913104
20210816,1.0728612
20210815,0.962766
20210814,1.0655064
20210813,0.9755964
20210812,0.9569664
20210811,0.948996
20210810,0.9717408
20210809,1.0332036
20210808,1.0230624
20210807,1.1362032
20210806,1.0954116
20210805,1.1272932
20210804,1.187946
20210803,1.2832992
20210802,1.4260212
20210801,1.4213232
20210731,1.6016292
20210730,1.1611188
20210729,1.2381012
20210728,1.5398424
20210727,1.3619988
20210726,1.4296824
20210725,1.4336028
20210724,1.8746316
20210723,1.5951168
20210722,1.5177456
20210721,1.5638184
20210720,1.6241148
20210719,1.7507988
20210718,1.6499052
20210717,1.9034352
20210716,1.6378524
20210715,1.6194168
20210714,1.5397776
20210713,1.3594392
20210712,1.4712192
20210711,1.7118864
20210710,1.9901052
20210709,1.7732844
20210708,1.45881
20210707,1.526364
20210706,1.3231836
20210705,1.4426748
20210704,1.5887664
20210703,1.7950896
20210702,1.7007732
20210701,1.352538
20210630,1.272348
20210629,1.3832208
20210628,1.5626844
20210627,1.5358896
20210626,1.7445456
20210625,1.529928
20210624,1.466586
20210623,1.48878
20210622,1.5171624
20210621,1.6873272
20210620,1.6541172
20210619,1.8753768
20210618,1.6261884
20210617,1.4736492
20210616,1.73016
20210615,1.663092
20210614,1.6719048
20210613,2.0012508
20210612,2.8978884
20210611,1.593432
20210610,1.4489604
20210609,1.4216472
20210608,1.4485068
20210607,1.5669612
20210606,1.5413976
20210605,1.8278136
20210604,1.4882616
20210603,1.423656
20210602,1.498014
20210601,1.2993048
20210531,1.49202
20210530,1.4231376
20210529,1.7470404
20210528,1.4330196
20210527,1.298106
20210526,1.3310244
20210525,1.3647204
20210524,1.5293124
20210523,1.4214204
20210522,1.7757468
20210521,1.5026472
20210520,1.3860396
20210519,1.3573008
20210518,1.3910292
20210517,1.52928
20210516,1.378944
20210515,1.66698
20210514,1.466748
20210513,1.3450212
20210512,1.379592
20210511,1.3751856
20210510,1.4445216
20210509,1.4922792
20210508,1.4624712
20210507,1.5078312
20210506,1.8245412
20210505,2.2241304
20210504,1.9506744
20210503,2.4590628
20210502,2.9739636
20210501,3.8856024
20210430,1.8743076
20210429,1.4385276
20210428,1.3401612
20210427,1.3742784
20210426,1.428354
20210425,1.3695156
20210424,1.5026148
20210423,1.4122836
20210422,1.3347828
20210421,1.38186
20210420,1.4044428
20210419,1.5204024
20210418,1.4538852
20210417,1.7225136
20210416,1.4198652
20210415,1.364202
20210414,1.397898
20210413,1.2814524
20210412,1.3295016
20210411,1.2834612
20210410,1.4920524
20210409,1.444716
20210408,1.5301548
20210407,1.639602
20210406,1.8551592
20210405,1.7162928
20210404,1.7821944
20210403,2.6792208
20210402,1.45233
20210401,1.2564072
20210331,1.1742408
20210330,1.1809476
20210329,1.3008924
20210328,1.244322
20210327,1.3913856
20210326,1.2527784
20210325,1.151334
20210324,1.1199384
20210323,1.1594016
20210322,1.2526488
20210321,1.1985084
20210320,1.3669236
20210319,1.1986056
20210318,1.1306628
20210317,1.1505564
20210316,1.1414844
20210315,1.1896956
20210314,1.0873764
20210313,1.2757176
20210312,1.125252
20210311,1.084104
20210310,1.117152
20210309,1.1238264
20210308,1.1970504
20210307,1.0506672
20210306,1.2021048
20210305,1.1112876
20210304,1.0867932
20210303,1.1499408
20210302,1.1916396
20210301,1.0503756
20210228,1.2427344
20210227,1.1618964
20210226,0.8609328
20210225,0.9742356
20210224,1.0263996
20210223,1.0161612
20210222,1.0730232
20210221,1.046034
20210220,1.0097784
20210219,0.910116
20210218,1.0499868
20210217,0.945756
20210216,0.6920964
20210215,0.6714576
20210214,0.6241536
20210213,0.632934
20210212,0.3958308
20210211,0.5761692
20210210,0.6929712
20210209,0.6891804
20210208,0.6833484
20210207,0.6589512
20210206,0.6684444
20210205,0.6310548
20210204,0.5929524
20210203,0.588708
20210202,0.6012144
20210201,0.680886
20210131,0.4701564
20210130,0.630342
20210129,0.569916
20210128,0.5835564
20210127,0.6934572
20210126,0.5458428
20210125,0.6335172
20210124,0.6035472
20210123,0.6453432
20210122,0.6230844
20210121,0.593892
20210120,0.5845284
20210119,0.570402
20210118,0.630504
20210117,0.742932
20210116,0.6907356
20210115,0.6329664
20210114,0.6337764
20210113,0.6621912
20210112,0.6777756
20210111,0.6859728
20210110,0.6520176
20210109,0.7393032
20210108,0.8144712
20210107,0.6772572
20210106,0.7414416
20210105,0.3503736
20210104,0.837378
20210103,1.07811
20210102,1.07406
20210101,1.5214068
20201231,1.1765736
20201230,0.970218
20201229,1.0176516
20201228,1.2259836
20201227,0.89829
20201226,1.0658304
20201225,0.8915184
20201224,1.0311948
20201223,0.9888156
20201222,0.9678204
20201221,1.094958
20201220,1.1117088
20201219,1.1710008
20201218,0.9604656
20201217,0.870588
20201216,0.8551656
20201215,0.9723564
20201214,1.0535832
20201213,0.8499168
20201212,1.0519632
20201211,0.903636
20201210,0.8535456
20201209,0.8798544
20201208,0.906066
20201207,1.0706256
20201206,0.8394516
20201205,1.051542
20201204,0.8413308
20201203,0.7679124
20201202,0.7799976
20201201,0.8250336
20201130,0.9322128
20201129,0.799632
20201128,1.014282
20201127,0.8597988
20201126,0.7884864
20201125,0.7260516
20201124,1.075194
20201123,0.916434
20201122,0.7709256
20201121,1.0403316
20201120,0.8953416
20201119,1.0007712
20201118,0.9963972
20201117,1.2031092
20201116,1.0189476
20201115,0.908982
20201114,1.1891448
20201113,1.0331064
20201112,1.1339028
20201111,1.1062656
20201110,1.1496492
20201109,1.3645908
20201108,0.9493848
20201107,1.4846652
20201106,1.2160368
20201105,1.1264184
20201104,1.212732
20201103,0.9539856
20201102,1.1320884
20201101,1.249182
20201031,1.4800968
20201030,1.323054
20201029,0.9616644
20201028,1.151172
20201027,1.206252
20201026,1.3357548
20201025,1.2276684
20201024,1.496394
20201023,1.2523896
20201022,1.1929032
20201021,1.2195684
20201020,1.2135096
20201019,1.3272012
20201018,1.2258864
20201017,1.4751072
20201016,1.3149864
20201015,1.0815444
20201014,1.2262104
20201013,1.3106448
20201012,1.346058
20201011,1.339902
20201010,1.3774212
20201009,1.5654384
20201008,1.6921872
20201007,1.7662212
20201006,2.0284668
20201005,1.7661564
20201004,1.6520436
20201003,2.1848292
20201002,2.4333696
20201001,2.995056
20200930,1.6588476
20200929,1.10079
20200928,1.116666
20200927,1.0665108
20200926,1.109376
20200925,1.3781988
20200924,1.2019428
20200923,1.1742084
20200922,1.1895336
20200627,1.1862936
20200626,1.1656224
20200625,1.3908996
20200505,1.3310244
20200504,1.4063544
20200503,1.485054
20200502,1.6692156
20200501,2.3559012
20200407,1.0387764
20200406,1.11213
20200405,1.1072376
20200404,1.2922416
20200403,1.1358144
20200402,1.0600956
20200401,1.1014056
20200315,0.7918884
20200314,0.8104212
20200313,0.7851492
20200312,0.7652556
20200311,0.8238996
20200310,0.7001964
20200309,0.6761232
20200308,0.6765768
20200307,0.7882272
20200306,0.638766
20200305,0.6263568
20200304,0.6412284
