source_city_name,target_city_name,weight,node_connectivity,edge_connectivity,hub_promoted_index,CN,AA,RA,JACC,LHN,salton_index,sorensen_index,hub_depressed_index,flag
北京,廊坊,0.44458048314,5,5,0.8,4,4.397427656365999,0.49358974358974356,0.10256410256410256,0.5263157894736842,0.6405126152203485,0.20512820512820512,0.10526315789473684,1
北京,天津,0.2482250508,13,13,0.7692307692307693,10,10.24597204185703,1.0828221684153887,0.24390243902439024,3.4210526315789473,1.5617376188860608,0.4878048780487805,0.2631578947368421,1
北京,保定,0.14417787456,7,8,0.625,5,6.816698123766323,0.9019230769230768,0.12195121951219512,1.0526315789473684,0.7808688094430304,0.24390243902439024,0.13157894736842105,1
北京,张家口,0.07242176952,3,3,0.3333333333333333,1,1.1073093649624541,0.125,0.025,0.07894736842105263,0.15811388300841897,0.05,0.02631578947368421,1
北京,上海,0.0823348961999999,27,38,0.5526315789473685,21,16.274402914577482,1.0971052810258206,0.27631578947368424,32.60526315789474,2.408865205640898,0.5526315789473685,0.3559322033898305,1
北京,唐山,0.0466566998399999,6,6,0.6666666666666666,4,5.531600914827854,0.7352564102564103,0.1,0.631578947368421,0.6324555320336759,0.2,0.10526315789473684,1
北京,济南,0.03449372364,12,18,0.3333333333333333,6,5.063788867719959,0.4062098918031122,0.12,2.8421052631578947,0.848528137423857,0.24,0.15789473684210525,1
北京,成都,0.0417209292,10,24,0.20689655172413793,6,4.211147846168894,0.23891884951206988,0.09836065573770492,4.578947368421052,0.7682212795973759,0.19672131147540983,0.15789473684210525,1
北京,郑州,0.03774006756,16,23,0.5217391304347826,12,10.532163175262216,0.8997108353040555,0.24489795918367346,7.263157894736842,1.7142857142857142,0.4897959183673469,0.3157894736842105,1
北京,承德,0.05727394656,3,3,0.6666666666666666,2,2.5701944178769374,0.3333333333333333,0.05128205128205128,0.15789473684210525,0.32025630761017426,0.10256410256410256,0.05263157894736842,1
北京,沧州,0.0299204830799999,7,8,0.625,5,5.720794849476938,0.6685897435897437,0.12195121951219512,1.0526315789473684,0.7808688094430304,0.24390243902439024,0.13157894736842105,1
北京,深圳,0.0386426457,13,33,0.24242424242424243,8,5.532387537834075,0.29541293014408154,0.12698412698412698,6.947368421052631,1.0079052613579391,0.25396825396825395,0.21052631578947367,1
北京,西安,0.03057480108,9,12,0.18181818181818182,4,2.641408008599168,0.12521320233565805,0.07142857142857142,2.3157894736842106,0.5345224838248488,0.14285714285714285,0.10526315789473684,1
北京,南京,0.02358150084,13,23,0.13043478260869565,3,2.010314205407898,0.10028248587570622,0.05172413793103448,1.8157894736842104,0.39391929857916763,0.10344827586206896,0.07894736842105263,0
北京,呼和浩特,0.0203137875,6,9,0.1111111111111111,1,1.2850972089384687,0.16666666666666666,0.021739130434782608,0.23684210526315788,0.14744195615489714,0.043478260869565216,0.02631578947368421,0
北京,青岛,0.02523622554,12,20,0.4,8,6.631859560160317,0.5118264974197178,0.16,4.2105263157894735,1.131370849898476,0.32,0.21052631578947367,0
北京,重庆,0.0355102412399999,14,28,0.24242424242424243,8,5.404806528058265,0.26943890417005556,0.12698412698412698,6.947368421052631,1.0079052613579391,0.25396825396825395,0.21052631578947367,1
北京,广州,0.03053068524,12,37,0.21052631578947367,8,5.566729758245201,0.30071596044711185,0.11428571428571428,8.421052631578947,0.9561828874675149,0.22857142857142856,0.2,1
北京,杭州,0.02816629524,17,30,0.3,9,6.774129453922744,0.4424981204826451,0.15254237288135594,7.105263157894736,1.171700198827415,0.3050847457627119,0.23684210526315788,0
北京,哈尔滨,0.03616464024,6,6,0.21428571428571427,3,2.2310334303816757,0.1438722294654498,0.061224489795918366,1.1052631578947367,0.42857142857142855,0.12244897959183673,0.07894736842105263,1
北京,太原,0.0236124525599999,7,11,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
北京,三亚,0.02088179352,4,4,0.18181818181818182,2,1.2485083020327008,0.05143191116306253,0.0425531914893617,0.5789473684210527,0.2917299829957891,0.0851063829787234,0.05263157894736842,0
北京,邯郸,0.05664328704,5,6,0.6666666666666666,4,4.148568312709143,0.43568931068931066,0.1,0.631578947368421,0.6324555320336759,0.2,0.10526315789473684,1
北京,赤峰,0.02116192878,6,6,0.3333333333333333,2,3.1438549114340772,0.4444444444444444,0.047619047619047616,0.3157894736842105,0.3086066999241838,0.09523809523809523,0.05263157894736842,1
北京,浙江,0.04228913772,16,20,0.25,5,3.652318137753767,0.22057234094817,0.09433962264150944,2.631578947368421,0.6868028197434451,0.18867924528301888,0.13157894736842105,0
北京,莱芜,0.03697433568,12,18,0.3333333333333333,6,5.063788867719959,0.4062098918031122,0.12,2.8421052631578947,0.848528137423857,0.24,0.15789473684210525,1
北京,德州,0.02524564908,10,10,0.6,6,5.327174977488269,0.4539432789432789,0.14285714285714285,1.5789473684210527,0.9258200997725514,0.2857142857142857,0.15789473684210525,1
北京,聊城,0.0201953817,11,11,0.6363636363636364,7,6.804598614660159,0.6658730158730158,0.16666666666666666,2.026315789473684,1.0801234497346432,0.3333333333333333,0.18421052631578946,1
北京,菏泽,0.0265003682399999,13,14,0.5,7,6.191886393262819,0.5288317962231006,0.15555555555555556,2.5789473684210527,1.0434983894999017,0.3111111111111111,0.18421052631578946,1
北京,安阳,0.0270865150199999,6,7,0.42857142857142855,3,3.304555553450493,0.37681159420289856,0.07142857142857142,0.5526315789473684,0.4629100498862757,0.14285714285714285,0.07894736842105263,1
