时间,连通分量,城市
20200108,0,"['定西', '兰州', '白银', '临夏回族自治州', '天水', '武威', '西安', '西宁', '陇南', '平凉', '海东', '张掖', '南宁', '河池', '柳州', '百色', '东莞', '宜春', '新余', '南昌', '沈阳', '营口', '大连', '鞍山', '盘锦', '北京', '丽江', '广州', '阳江', '茂名', '江门', '佛山', '鹰潭', '上饶', '深圳', '清远', '中山', '惠州', '肇庆', '珠海', '湛江', '韶关', '上海', '汕头', '揭阳', '河源', '汕尾', '云浮', '长沙', '梅州', '武汉', '衡阳', '赣州', '成都', '郴州', '常德', '益阳', '张家界', '荆州', '大理白族自治州', '昆明', '榆林', '鄂尔多斯', '潜江', '哈尔滨', '齐齐哈尔', '呼伦贝尔', '大庆', '黑河', '兴安盟', '娄底', '邵阳', '湘潭', '株洲', '晋中', '太原', '吕梁', '忻州', '临汾', '长治', '运城', '阳泉', '大同', '朔州', '晋城', '石家庄', '黄石', '鄂州', '黄冈', '温州', '宁波', '舟山', '杭州', '铁岭', '抚顺', '辽阳', '锦州', '本溪', '阜新', '长春', '丹东', '朝阳', '葫芦岛', '通辽', '萍乡', '凉山彝族自治州', '攀枝花', '昭通', '雅安', '乐山', '来宾', '桂林', '宜宾', '毕节', '金华', '曲靖', '嘉兴', '绥化', '眉山', '贵阳', '安顺', '六盘水', '黔南布依族苗族自治州', '黔西南布依族苗族自治州', '郑州', '安阳', '鹤壁', '新乡', '濮阳', '邯郸', '济南', '泰安', '济宁', '临沂', '青岛', '潍坊', '淄博', '烟台', '镇江', '南京', '滁州', '马鞍山', '苏州', '扬州', '淮安', '常州', '无锡', '徐州', '盐城', '宿迁', '泰州', '合肥', '南通', '芜湖', '连云港', '宣城', '吉安', '九江', '泉州', '呼和浩特', '乌兰察布', '包头', '张家口', '锡林郭勒盟', '唐山', '秦皇岛', '天津', '岳阳', '永州', '怀化', '湘西土家族苗族自治州', '东营', '滨州', '日照', '德州', '抚州', '景德镇', '庆阳', '台州', '丽水', '宁德', '绍兴', '聊城', '菏泽', '枣庄', '铜陵', '安庆', '池州', '玉溪', '红河哈尼族彝族自治州', '孝感', '咸宁', '襄阳', '宜昌', '荆门', '仙桃', '随州', '十堰', '恩施土家族苗族自治州', '信阳', '天门', '重庆', '衢州', '赤峰', '广安', '遵义', '达州', '泸州', '南充', '内江', '铜仁', '遂宁', '资阳', '福州', '绵阳', '厦门', '自贡', '阜阳', '亳州', '周口', '淮南', '六安', '驻马店', '蚌埠', '保定', '邢台', '衡水', '沧州', '廊坊', '承德', '宝鸡', '咸阳', '贺州', '焦作', '开封', '湖州', '楚雄彝族自治州', '松原', '白城', '普洱', '西双版纳傣族自治州', '济源', '汉中', '巴彦淖尔', '乌海', '佳木斯', '双鸭山', '鹤岗', '钦州', '北海', '防城港', '玉林', '伊春', '保山', '德宏傣族景颇族自治州', '梧州', '贵港', '商丘', '许昌', '龙岩', '漳州', '海南藏族自治州', '文山壮族苗族自治州', '临沧', '洛阳', '德阳', '阿坝藏族羌族自治州', '甘孜藏族自治州', '广元', '巴中', '宿州', '淮北', '莆田', '南平', '三明', '吉林', '延边朝鲜族自治州', '通化', '辽源', '延安', '渭南', '商洛', '安康', '铜川', '平顶山', '漯河', '三门峡', '崇左', '思茅', '四平', '南阳', '黔东南苗族侗族自治州', '威海', '白山', '鸡西', '襄樊', '牡丹江', '潮州', '金昌', '海西蒙古族藏族自治州', '海北藏族自治州']"
20200108,1,['澄迈县']
20200108,2,['定安县']
20200108,3,['临高县']
20200108,4,['屯昌县']
20200108,5,['日喀则']
20200108,6,['山南']
20200108,7,['那曲']
20200108,8,['吐鲁番']
20200108,9,['哈密']
20200109,0,"['定西', '兰州', '临夏回族自治州', '白银', '天水', '武威', '西宁', '西安', '陇南', '平凉', '张掖', '海东', '南宁', '河池', '柳州', '百色', '东莞', '佛山', '深圳', '中山', '广州', '宜春', '新余', '南昌', '大连', '营口', '沈阳', '鞍山', '盘锦', '北京', '丽江', '阳江', '江门', '茂名', '鹰潭', '上饶', '清远', '惠州', '肇庆', '珠海', '韶关', '湛江', '上海', '汕头', '揭阳', '河源', '长沙', '梅州', '汕尾', '云浮', '衡阳', '武汉', '赣州', '郴州', '成都', '杭州', '常德', '益阳', '张家界', '荆州', '大理白族自治州', '昆明', '榆林', '鄂尔多斯', '潜江', '哈尔滨', '齐齐哈尔', '呼伦贝尔', '大庆', '黑河', '兴安盟', '绥化', '娄底', '邵阳', '湘潭', '株洲', '晋中', '太原', '吕梁', '忻州', '临汾', '长治', '阳泉', '大同', '运城', '朔州', '晋城', '石家庄', '黄石', '鄂州', '温州', '黄冈', '宁波', '舟山', '铁岭', '抚顺', '辽阳', '锦州', '本溪', '阜新', '长春', '丹东', '朝阳', '葫芦岛', '通辽', '萍乡', '凉山彝族自治州', '攀枝花', '昭通', '乐山', '来宾', '桂林', '安阳', '邯郸', '宜宾', '金华', '毕节', '嘉兴', '曲靖', '台州', '重庆', '眉山', '贵阳', '安顺', '六盘水', '黔南布依族苗族自治州', '黔西南布依族苗族自治州', '郑州', '鹤壁', '新乡', '濮阳', '济南', '泰安', '济宁', '临沂', '青岛', '潍坊', '淄博', '烟台', '聊城', '菏泽', '镇江', '南京', '滁州', '马鞍山', '苏州', '扬州', '常州', '淮安', '无锡', '徐州', '合肥', '南通', '盐城', '泰州', '宿迁', '芜湖', '连云港', '宣城', '蚌埠', '吉安', '泉州', '潮州', '九江', '呼和浩特', '乌兰察布', '包头', '张家口', '锡林郭勒盟', '唐山', '秦皇岛', '天津', '岳阳', '永州', '怀化', '湘西土家族苗族自治州', '东营', '日照', '滨州', '抚州', '景德镇', '丽水', '宁德', '绍兴', '德州', '枣庄', '威海', '铜陵', '安庆', '池州', '玉溪', '红河哈尼族彝族自治州', '孝感', '咸宁', '襄阳', '宜昌', '荆门', '随州', '仙桃', '十堰', '恩施土家族苗族自治州', '天门', '信阳', '衢州', '赤峰', '承德', '广安', '遵义', '达州', '泸州', '南充', '内江', '铜仁', '遂宁', '福州', '资阳', '厦门', '绵阳', '自贡', '德阳', '阜阳', '亳州', '周口', '淮南', '六安', '湖州', '驻马店', '保定', '邢台', '衡水', '沧州', '廊坊', '宝鸡', '咸阳', '贺州', '焦作', '开封', '洛阳', '楚雄彝族自治州', '松原', '白城', '普洱', '西双版纳傣族自治州', '济源', '汉中', '安康', '巴彦淖尔', '乌海', '佳木斯', '双鸭山', '鹤岗', '钦州', '北海', '防城港', '玉林', '雅安', '甘孜藏族自治州', '伊春', '保山', '德宏傣族景颇族自治州', '梧州', '贵港', '商丘', '许昌', '龙岩', '漳州', '三明', '海南藏族自治州', '文山壮族苗族自治州', '临沧', '阿坝藏族羌族自治州', '广元', '巴中', '宿州', '淮北', '莆田', '南平', '吉林', '延边朝鲜族自治州', '通化', '辽源', '白山', '延安', '渭南', '商洛', '铜川', '庆阳', '平顶山', '漯河', '三门峡', '崇左', '思茅', '四平', '南阳', '黔东南苗族侗族自治州', '鸡西', '牡丹江', '襄樊', '金昌', '海西蒙古族藏族自治州', '海北藏族自治州']"
20200109,1,['澄迈县']
20200109,2,['定安县']
20200109,3,['临高县']
20200109,4,['屯昌县']
20200109,5,['山南']
20200109,6,['日喀则']
20200109,7,['那曲']
20200109,8,['吐鲁番']
20200109,9,['哈密']
20200110,0,"['定西', '兰州', '白银', '临夏回族自治州', '武威', '天水', '西宁', '西安', '陇南', '张掖', '南宁', '河池', '柳州', '百色', '宜春', '新余', '南昌', '大连', '营口', '沈阳', '鞍山', '盘锦', '北京', '丽江', '广州', '阳江', '江门', '茂名', '佛山', '上饶', '鹰潭', '东莞', '深圳', '清远', '中山', '惠州', '珠海', '肇庆', '韶关', '湛江', '河源', '汕头', '上海', '揭阳', '梅州', '云浮', '长沙', '汕尾', '衡阳', '武汉', '赣州', '郴州', '成都', '常德', '益阳', '张家界', '荆州', '大理白族自治州', '昆明', '鄂尔多斯', '潜江', '哈尔滨', '齐齐哈尔', '呼伦贝尔', '大庆', '黑河', '兴安盟', '绥化', '娄底', '邵阳', '湘潭', '株洲', '晋中', '太原', '吕梁', '忻州', '临汾', '长治', '阳泉', '大同', '朔州', '运城', '石家庄', '晋城', '黄石', '鄂州', '黄冈', '温州', '宁波', '舟山', '铁岭', '抚顺', '辽阳', '锦州', '本溪', '阜新', '长春', '丹东', '葫芦岛', '朝阳', '通辽', '萍乡', '凉山彝族自治州', '攀枝花', '昭通', '来宾', '桂林', '邯郸', '宜宾', '毕节', '金华', '曲靖', '乐山', '眉山', '贵阳', '安顺', '六盘水', '黔西南布依族苗族自治州', '黔南布依族苗族自治州', '郑州', '安阳', '鹤壁', '新乡', '濮阳', '济南', '泰安', '济宁', '临沂', '青岛', '潍坊', '聊城', '淄博', '菏泽', '镇江', '南京', '滁州', '马鞍山', '苏州', '扬州', '淮安', '常州', '无锡', '徐州', '合肥', '南通', '盐城', '宿迁', '泰州', '杭州', '芜湖', '宣城', '连云港', '蚌埠', '吉安', '潮州', '泉州', '九江', '呼和浩特', '乌兰察布', '包头', '张家口', '锡林郭勒盟', '唐山', '秦皇岛', '天津', '岳阳', '永州', '怀化', '湘西土家族苗族自治州', '烟台', '东营', '滨州', '日照', '抚州', '景德镇', '平凉', '台州', '丽水', '宁德', '绍兴', '嘉兴', '德州', '枣庄', '铜陵', '安庆', '池州', '玉溪', '红河哈尼族彝族自治州', '孝感', '咸宁', '襄阳', '宜昌', '荆门', '随州', '仙桃', '十堰', '恩施土家族苗族自治州', '天门', '信阳', '衢州', '赤峰', '承德', '重庆', '广安', '遵义', '达州', '泸州', '南充', '铜仁', '遂宁', '内江', '资阳', '福州', '绵阳', '自贡', '厦门', '阜阳', '亳州', '周口', '淮南', '驻马店', '六安', '保定', '邢台', '衡水', '沧州', '廊坊', '宝鸡', '咸阳', '贺州', '梧州', '焦作', '开封', '湖州', '楚雄彝族自治州', '松原', '白城', '普洱', '西双版纳傣族自治州', '济源', '汉中', '安康', '巴彦淖尔', '乌海', '佳木斯', '双鸭山', '鹤岗', '钦州', '北海', '防城港', '玉林', '雅安', '甘孜藏族自治州', '伊春', '保山', '德宏傣族景颇族自治州', '贵港', '商丘', '许昌', '龙岩', '漳州', '三明', '海南藏族自治州', '文山壮族苗族自治州', '临沧', '洛阳', '德阳', '阿坝藏族羌族自治州', '广元', '巴中', '宿州', '淮北', '莆田', '南平', '吉林', '延边朝鲜族自治州', '榆林', '通化', '辽源', '白山', '延安', '渭南', '商洛', '铜川', '庆阳', '平顶山', '漯河', '三门峡', '崇左', '思茅', '四平', '南阳', '黔东南苗族侗族自治州', '威海', '鸡西', '襄樊', '牡丹江', '金昌', '海东', '海北藏族自治州', '海西蒙古族藏族自治州']"
20200110,1,['澄迈县']
20200110,2,['定安县']
20200110,3,['临高县']
20200110,4,['屯昌县']
20200110,5,['山南']
20200110,6,['日喀则']
20200110,7,['那曲']
20200110,8,['吐鲁番']
20200110,9,['哈密']
20200111,0,"['定西', '兰州', '白银', '临夏回族自治州', '武威', '天水', '西宁', '西安', '海东', '陇南', '张掖', '平凉', '南宁', '河池', '柳州', '百色', '东莞', '佛山', '深圳', '中山', '宜春', '新余', '南昌', '吉安', '大连', '营口', '沈阳', '鞍山', '盘锦', '北京', '丽江', '广州', '阳江', '江门', '茂名', '上饶', '鹰潭', '清远', '惠州', '珠海', '肇庆', '湛江', '韶关', '河源', '汕头', '梅州', '上海', '云浮', '揭阳', '长沙', '汕尾', '衡阳', '武汉', '赣州', '成都', '常德', '益阳', '张家界', '荆州', '大理白族自治州', '昆明', '榆林', '鄂尔多斯', '潜江', '哈尔滨', '齐齐哈尔', '呼伦贝尔', '大庆', '黑河', '兴安盟', '娄底', '邵阳', '湘潭', '晋中', '太原', '吕梁', '忻州', '临汾', '阳泉', '大同', '长治', '朔州', '运城', '石家庄', '黄石', '鄂州', '黄冈', '温州', '舟山', '宁波', '杭州', '铁岭', '抚顺', '辽阳', '本溪', '锦州', '阜新', '长春', '丹东', '通辽', '朝阳', '葫芦岛', '四平', '萍乡', '株洲', '凉山彝族自治州', '攀枝花', '昭通', '来宾', '桂林', '晋城', '宜宾', '毕节', '金华', '重庆', '曲靖', '绥化', '乐山', '眉山', '自贡', '贵港', '贵阳', '安顺', '六盘水', '黔西南布依族苗族自治州', '黔南布依族苗族自治州', '郑州', '安阳', '新乡', '鹤壁', '濮阳', '邯郸', '济南', '泰安', '济宁', '临沂', '青岛', '淄博', '聊城', '潍坊', '菏泽', '镇江', '南京', '苏州', '滁州', '马鞍山', '扬州', '常州', '淮安', '无锡', '合肥', '徐州', '宿迁', '南通', '盐城', '泰州', '芜湖', '连云港', '宣城', '蚌埠', '泉州', '潮州', '厦门', '九江', '抚州', '呼和浩特', '乌兰察布', '包头', '张家口', '锡林郭勒盟', '郴州', '唐山', '秦皇岛', '天津', '岳阳', '永州', '怀化', '湘西土家族苗族自治州', '烟台', '东营', '日照', '滨州', '景德镇', '台州', '丽水', '宁德', '绍兴', '嘉兴', '德州', '枣庄', '威海', '铜陵', '安庆', '池州', '玉溪', '红河哈尼族彝族自治州', '孝感', '咸宁', '襄阳', '荆门', '宜昌', '随州', '仙桃', '十堰', '天门', '恩施土家族苗族自治州', '信阳', '衢州', '赤峰', '广安', '遵义', '达州', '泸州', '南充', '内江', '遂宁', '铜仁', '福州', '资阳', '绵阳', '阜阳', '亳州', '周口', '淮南', '六安', '驻马店', '保定', '邢台', '衡水', '沧州', '廊坊', '宝鸡', '咸阳', '贺州', '梧州', '焦作', '开封', '湖州', '楚雄彝族自治州', '松原', '白城', '普洱', '西双版纳傣族自治州', '济源', '洛阳', '汉中', '安康', '巴彦淖尔', '乌海', '佳木斯', '双鸭山', '鹤岗', '钦州', '北海', '防城港', '玉林', '雅安', '甘孜藏族自治州', '伊春', '保山', '德宏傣族景颇族自治州', '商丘', '许昌', '龙岩', '漳州', '三明', '海南藏族自治州', '文山壮族苗族自治州', '临沧', '德阳', '阿坝藏族羌族自治州', '广元', '巴中', '宿州', '淮北', '莆田', '南平', '吉林', '延边朝鲜族自治州', '通化', '辽源', '白山', '延安', '承德', '渭南', '商洛', '铜川', '庆阳', '三门峡', '平顶山', '漯河', '崇左', '思茅', '南阳', '黔东南苗族侗族自治州', '鸡西', '襄樊', '牡丹江', '金昌', '海北藏族自治州', '海西蒙古族藏族自治州']"
20200111,1,['澄迈县']
20200111,2,['定安县']
20200111,3,['临高县']
20200111,4,['屯昌县']
20200111,5,['山南']
20200111,6,['日喀则']
20200111,7,['吐鲁番']
20200111,8,['哈密']
20200112,0,"['定西', '兰州', '白银', '临夏回族自治州', '天水', '武威', '西宁', '张掖', '海东', '西安', '陇南', '平凉', '南宁', '河池', '柳州', '百色', '东莞', '佛山', '深圳', '中山', '黔南布依族苗族自治州', '宜春', '新余', '南昌', '大连', '营口', '沈阳', '鞍山', '盘锦', '北京', '丽江', '广州', '阳江', '江门', '茂名', '上饶', '鹰潭', '金华', '清远', '惠州', '肇庆', '珠海', '韶关', '湛江', '河源', '汕头', '揭阳', '上海', '梅州', '云浮', '长沙', '汕尾', '衡阳', '成都', '赣州', '常德', '益阳', '张家界', '荆州', '大理白族自治州', '昆明', '榆林', '鄂尔多斯', '武汉', '潜江', '哈尔滨', '齐齐哈尔', '呼伦贝尔', '大庆', '黑河', '兴安盟', '娄底', '邵阳', '湘潭', '晋中', '太原', '吕梁', '忻州', '临汾', '长治', '阳泉', '大同', '朔州', '运城', '石家庄', '黄石', '鄂州', '温州', '黄冈', '宁波', '舟山', '铁岭', '抚顺', '辽阳', '本溪', '锦州', '阜新', '丹东', '长春', '葫芦岛', '通辽', '朝阳', '萍乡', '株洲', '凉山彝族自治州', '昭通', '攀枝花', '来宾', '桂林', '晋城', '邯郸', '宜宾', '毕节', '曲靖', '嘉兴', '绥化', '乐山', '眉山', '贵港', '贵阳', '安顺', '六盘水', '黔西南布依族苗族自治州', '郑州', '安阳', '鹤壁', '新乡', '濮阳', '济南', '泰安', '济宁', '临沂', '青岛', '淄博', '聊城', '镇江', '南京', '滁州', '马鞍山', '苏州', '扬州', '常州', '淮安', '无锡', '合肥', '盐城', '泰州', '徐州', '南通', '杭州', '芜湖', '宿迁', '宣城', '连云港', '吉安', '泉州', '潮州', '厦门', '呼和浩特', '乌兰察布', '包头', '张家口', '锡林郭勒盟', '郴州', '金昌', '唐山', '秦皇岛', '天津', '岳阳', '永州', '怀化', '湘西土家族苗族自治州', '潍坊', '东营', '烟台', '日照', '滨州', '九江', '抚州', '景德镇', '台州', '丽水', '宁德', '德州', '菏泽', '枣庄', '铜陵', '安庆', '池州', '玉溪', '红河哈尼族彝族自治州', '孝感', '咸宁', '仙桃', '襄阳', '荆门', '随州', '宜昌', '十堰', '信阳', '天门', '恩施土家族苗族自治州', '衢州', '赤峰', '重庆', '广安', '遵义', '达州', '泸州', '铜仁', '南充', '内江', '资阳', '遂宁', '福州', '绍兴', '绵阳', '自贡', '阜阳', '亳州', '周口', '淮南', '驻马店', '六安', '保定', '邢台', '衡水', '沧州', '廊坊', '宝鸡', '咸阳', '贺州', '焦作', '开封', '湖州', '楚雄彝族自治州', '松原', '白城', '普洱', '西双版纳傣族自治州', '济源', '汉中', '巴彦淖尔', '乌海', '佳木斯', '双鸭山', '鹤岗', '钦州', '北海', '防城港', '玉林', '雅安', '伊春', '保山', '德宏傣族景颇族自治州', '梧州', '商丘', '许昌', '龙岩', '漳州', '三明', '海南藏族自治州', '文山壮族苗族自治州', '临沧', '洛阳', '德阳', '阿坝藏族羌族自治州', '甘孜藏族自治州', '广元', '巴中', '蚌埠', '宿州', '莆田', '南平', '吉林', '延边朝鲜族自治州', '通化', '白山', '辽源', '延安', '承德', '渭南', '商洛', '安康', '铜川', '庆阳', '平顶山', '漯河', '淮北', '三门峡', '崇左', '思茅', '四平', '南阳', '黔东南苗族侗族自治州', '威海', '鸡西', '襄樊', '牡丹江', '海西蒙古族藏族自治州', '海北藏族自治州']"
20200112,1,['澄迈县']
20200112,2,['定安县']
20200112,3,['临高县']
20200112,4,['屯昌县']
20200112,5,['山南']
20200112,6,['日喀则']
20200112,7,['吐鲁番']
20200113,0,"['定西', '兰州', '白银', '临夏回族自治州', '天水', '武威', '张掖', '西安', '陇南', '平凉', '西宁', '海东', '南宁', '河池', '柳州', '百色', '东莞', '佛山', '深圳', '黔南布依族苗族自治州', '中山', '宜春', '新余', '南昌', '大连', '营口', '鞍山', '沈阳', '盘锦', '北京', '丽江', '广州', '阳江', '江门', '茂名', '上饶', '鹰潭', '金华', '清远', '惠州', '肇庆', '珠海', '韶关', '湛江', '河源', '揭阳', '汕头', '云浮', '上海', '梅州', '汕尾', '长沙', '衡阳', '郴州', '赣州', '桂林', '成都', '重庆', '常德', '益阳', '张家界', '荆州', '大理白族自治州', '昆明', '榆林', '鄂尔多斯', '武汉', '潜江', '哈尔滨', '齐齐哈尔', '呼伦贝尔', '大庆', '黑河', '兴安盟', '娄底', '邵阳', '湘潭', '晋中', '太原', '吕梁', '忻州', '临汾', '长治', '阳泉', '大同', '运城', '朔州', '晋城', '黄石', '鄂州', '温州', '黄冈', '宁波', '舟山', '铁岭', '抚顺', '辽阳', '锦州', '本溪', '阜新', '丹东', '长春', '通辽', '葫芦岛', '朝阳', '萍乡', '株洲', '凉山彝族自治州', '攀枝花', '昭通', '来宾', '宜宾', '毕节', '曲靖', '嘉兴', '绥化', '乐山', '眉山', '贵阳', '安顺', '六盘水', '黔西南布依族苗族自治州', '郑州', '安阳', '鹤壁', '新乡', '濮阳', '邯郸', '济南', '泰安', '济宁', '临沂', '青岛', '淄博', '镇江', '南京', '滁州', '马鞍山', '扬州', '苏州', '常州', '淮安', '无锡', '合肥', '徐州', '宿迁', '盐城', '南通', '泰州', '芜湖', '杭州', '宣城', '连云港', '蚌埠', '吉安', '泉州', '潮州', '厦门', '呼和浩特', '乌兰察布', '包头', '张家口', '唐山', '秦皇岛', '天津', '岳阳', '永州', '怀化', '湘西土家族苗族自治州', '潍坊', '东营', '烟台', '日照', '滨州', '九江', '抚州', '景德镇', '庆阳', '台州', '丽水', '宁德', '绍兴', '德州', '聊城', '菏泽', '枣庄', '威海', '铜陵', '安庆', '池州', '玉溪', '红河哈尼族彝族自治州', '孝感', '咸宁', '襄阳', '荆门', '随州', '仙桃', '宜昌', '信阳', '天门', '十堰', '恩施土家族苗族自治州', '衢州', '赤峰', '锡林郭勒盟', '广安', '遵义', '达州', '泸州', '南充', '铜仁', '内江', '资阳', '遂宁', '福州', '绵阳', '阜阳', '亳州', '周口', '淮南', '湖州', '驻马店', '六安', '保定', '石家庄', '邢台', '衡水', '沧州', '廊坊', '宝鸡', '咸阳', '贺州', '焦作', '开封', '楚雄彝族自治州', '松原', '白城', '普洱', '西双版纳傣族自治州', '济源', '汉中', '巴彦淖尔', '乌海', '佳木斯', '双鸭山', '鹤岗', '钦州', '北海', '防城港', '玉林', '雅安', '伊春', '保山', '德宏傣族景颇族自治州', '梧州', '贵港', '商丘', '许昌', '龙岩', '漳州', '三明', '海南藏族自治州', '文山壮族苗族自治州', '临沧', '洛阳', '德阳', '阿坝藏族羌族自治州', '自贡', '广元', '巴中', '甘孜藏族自治州', '宿州', '淮北', '莆田', '南平', '吉林', '通化', '辽源', '延安', '承德', '渭南', '商洛', '安康', '铜川', '平顶山', '漯河', '三门峡', '崇左', '思茅', '四平', '南阳', '黔东南苗族侗族自治州', '延边朝鲜族自治州', '白山', '鸡西', '襄樊', '牡丹江', '金昌', '海西蒙古族藏族自治州', '海北藏族自治州']"
