edges,indicator_value
淄博-滨州,27
南通-盐城,27
曲靖-六盘水,26
广州-中山,26
娄底-湘潭,26
株洲-湘潭,26
益阳-常德,26
广州-韶关,26
遵义-重庆,26
益阳-岳阳,26
清远-佛山,26
周口-阜阳,25
滁州-合肥,25
