edges,indicator_value
深圳-汕尾,26
揭阳-深圳,26
苏州-无锡,26
唐山-秦皇岛,26
滁州-合肥,26
广州-韶关,26
南京-滁州,26
惠州-河源,26
曲靖-六盘水,25
曲靖-毕节,25
成都-内江,25
遵义-重庆,25
内江-资阳,25
清远-佛山,25
达州-成都,25
