edges,indicator_value
济宁-菏泽,26
濮阳-聊城,26
枣庄-济宁,26
呼和浩特-包头,26
沧州-天津,26
天津-廊坊,25
天津-唐山,25
衡阳-株洲,25
重庆-恩施土家族苗族自治州,25
烟台-威海,25
天津-北京,25
衡阳-郴州,25
淄博-潍坊,24
