edges,indicator_value
武威-兰州,16
深圳-梅州,16
长春-松原,16
松原-白城,16
温州-宁德,16
吉安-赣州,16
潍坊-日照,16
济南-泰安,15
深圳-汕尾,15
深圳-河源,15
聊城-濮阳,15
泰安-济宁,15
保山-临沧,15
嘉兴-上海,15
上海-南通,15
宁波-上海,15
无锡-上海,15
盘锦-营口,15
濮阳-安阳,15
深圳-揭阳,15
