edges,indicator_value
宁波-温州,8
苏州-宁波,8

上海-舟山,8
沈阳-营口,8
三明-南平,8
保定-天津,8
大庆-哈尔滨,8
松原-白城,8
南京-泰州,8
徐州-南京,8
淄博-临沂,8
苏州-宿迁,8
哈尔滨-佳木斯,8
鞍山-盘锦,8
贺州-梧州,8
南昌-吉安,8
广州-河源,8
深圳-珠海,8
佛山-珠海,8
苏州-镇江,8
合肥-南京,8
上海-常州,8
北海-南宁,8
焦作-洛阳,8
长春-白城,8
湖州-上海,8
徐州-连云港,8
乌兰察布-大同,7
沈阳-朝阳,7
葫芦岛-秦皇岛,7
