edges,indicator_value
海西蒙古族藏族自治州-西宁,16
郑州-漯河,15
张家口-北京,15
无锡-南通,15
重庆-南充,15
南京-盐城,15
泉州-三明,15
天水-陇南,15
沈阳-营口,15
衡水-保定,15
龙岩-漳州,15
德州-滨州,15
鄂尔多斯-巴彦淖尔,15
安庆-池州,15
南充-绵阳,15
衡水-邢台,15
南宁-防城港,15
宿州-合肥,15
镇江-扬州,15
枣庄-济宁,15
广州-汕头,15
南京-南通,15
成都-广安,15
绵阳-遂宁,15
广州-梅州,15
广州-汕尾,15
广州-阳江,15
广州-河源,15
东莞-河源,15
达州-广安,15
沈阳-阜新,15
徐州-枣庄,15
百色-河池,15
茂名-东莞,15
长沙-永州,15
北海-南宁,15
佛山-茂名,15
怀化-长沙,14
潍坊-烟台,14
南昌-吉安,14
