edges,indicator_value
石家庄-衡水,29
唐山-秦皇岛,29
成都-遂宁,29
泸州-重庆,29
郑州-新乡,29
重庆-成都,29
郑州-许昌,29
忻州-太原,29
呼和浩特-包头,29
成都-乐山,29
南京-滁州,29
淄博-潍坊,29
衡阳-株洲,28
广州-中山,28
娄底-湘潭,28
佛山-江门,28
广州-江门,28
