edges,indicator_value
郑州-新乡,31
佛山-江门,31
上海-嘉兴,31
石家庄-衡水,31
南京-滁州,31
郑州-许昌,31
清远-佛山,31
唐山-秦皇岛,31
滨州-东营,31
忻州-太原,31
广州-江门,31
曲靖-毕节,30
苏州-无锡,30
