date,index
20221010,3.0396384
20221009,3.0899556
20221008,3.3868044
20221007,3.3862536
20221006,3.3958764
20221005,3.8830104
20221004,4.3131852
20221003,5.45697
20221002,8.1833652
20221001,16.8220152
20220930,10.0364832
20220929,7.3309536
20220928,6.8113548
20220927,6.0101028
20220926,5.5009692
20220925,5.054562
20220924,6.6045456
20220923,5.5820016
20220922,4.9407408
20220921,5.1373116
20220920,5.0694336
20220919,4.775112
20220918,4.2354252
20220917,5.4413856
20220916,4.6904184
20220915,4.4578512
20220914,4.7398932
20220913,5.2253748
20220912,4.573908
20220911,4.660416
20220910,11.9154888
20220909,9.1217664
20220908,6.0025212
20220907,5.7093012
20220906,5.722002
20220905,5.507028
20220904,5.0908176
20220903,6.9695964
20220902,6.2922744
20220901,6.1073352
20220831,5.83929
20220830,5.8953096
20220829,5.9655204
20220828,5.7797064
20220827,8.5093416
20220826,7.4607156
20220825,6.8806584
20220824,7.1419968
20220823,7.5447612
20220822,7.67394
20220821,7.62615
20220820,11.4876468
20220819,9.0829836
20220818,8.3717064
20220817,9.1211832
20220816,9.1426644
20220815,9.2496492
20220814,8.6155164
20220813,13.5654264
20220812,10.8419472
20220811,9.8082252
20220810,9.2381148
20220809,9.048834
20220808,9.431478
20220807,9.3457476
20220806,14.5358712
20220805,11.2485996
20220804,9.5300064
20220803,9.6137928
20220802,9.8644392
20220801,10.0983996
20220731,9.6917472
20220730,14.6986488
20220729,10.5542676
20220728,8.4273048
20220727,8.4847824
20220726,8.5924476
20220725,8.7023808
20220724,8.5714848
20220723,13.4395524
20220722,10.2026952
20220721,8.6675832
20220720,8.8559892
20220719,8.9648856
20220718,9.1883808
20220717,9.0391464
20220716,14.1688764
20220715,10.5614928
20220714,7.8555744
20220713,7.4459736
20220712,7.408098
20220711,7.4423772
20220710,6.9393996
20220709,11.4813288
20220708,8.7761232
20220707,7.0734384
20220706,7.2811872
20220705,6.0288624
20220704,6.323022
20220703,6.0495984
20220702,9.6062112
20220701,7.3080792
20220630,5.1953076
20220629,4.4810496
20220628,4.2571008
20220627,3.6351504
20220626,3.46194
20220625,4.755348
20220624,3.9136608
20220623,3.2694516
20220622,3.2484888
20220621,3.138264
20220620,2.7378648
20220619,2.585358
20220618,3.2904144
20220617,2.8739124
20220616,2.6487324
20220615,2.565432
20220614,2.51424
20220613,2.3650056
20220612,2.2888656
20220611,3.6244584
20220610,3.4118496
20220609,2.7848124
20220608,2.6382348
20220607,2.555712
20220606,2.1749796
20220605,1.8288504
20220604,1.958742
20220603,2.8451088
20220602,2.4702408
20220601,1.8766728
20220531,1.5838092
20220530,1.6448184
20220529,1.7333676
20220528,1.6920576
20220527,1.5591852
20220526,1.441638
20220525,1.4438412
20220524,1.5370236
20220523,1.3869792
20220522,1.3793652
20220521,1.1651688
20220520,1.2735468
20220519,1.2316212
20220518,1.195884
20220517,1.2018132
20220516,1.1747592
20220515,1.0246176
20220514,1.1373048
20220513,1.2585132
20220512,1.217916
20220511,1.2627576
20220510,1.3566204
20220509,1.3232808
20220508,1.205766
20220507,1.2462984
20220506,1.2930516
20220505,1.3362084
20220504,1.221642
20220503,1.1570688
20220502,1.3456692
20220501,1.9413108
20220430,3.0063312
20220429,2.4541056
20220428,2.1357108
20220427,2.3787432
20220426,2.6387208
20220425,2.9558844
20220424,2.9396844
20220423,3.3739092
20220422,3.0542508
20220421,2.690496
20220420,2.7737964
20220419,2.79693
20220418,2.5991604
20220417,2.25828
20220416,3.3231708
20220415,2.764044
20220414,2.2071204
20220413,2.2930128
20220412,2.3305644
20220411,2.3086296
20220410,2.1164328
20220409,2.561868
20220408,2.4621084
20220407,2.270592
20220406,2.087208
20220405,1.4276412
20220404,1.7012916
20220403,3.4892208
20220402,2.4805764
20220401,1.9325952
20220331,1.6343532
20220330,1.844046
20220329,1.5658272
20220328,1.7035596
20220327,1.531872
20220326,2.0547432
20220325,1.6301088
20220324,1.595538
20220323,1.626966
20220322,1.5806988
20220321,1.8423288
20220320,1.4320476
20220319,1.7812872
20220318,1.9739376
20220317,2.1163356
20220316,2.3900832
20220315,2.5588548
20220314,2.9577636
20220313,2.826252
20220312,4.95882
20220311,4.7296872
20220310,4.259628
20220309,4.6483308
20220308,5.0287068
20220307,5.0583852
20220306,4.4597952
20220305,7.1384328
20220304,6.2900712
20220303,5.4609876
20220302,5.053752
20220301,5.670486
20220228,4.6566252
20220227,4.745466
20220226,7.3084032
20220225,5.9691816
20220224,5.1956316
20220223,5.5256904
20220222,5.7947724
20220221,5.5986228
20220220,4.6050444
20220219,6.7278276
20220218,5.1817968
20220217,4.605498
20220216,4.6520244
20220215,4.033638
20220214,3.63204
20220213,3.0580416
20220212,4.6092564
20220211,3.8245284
20220210,3.367494
20220209,3.0051324
20220208,2.7017712
20220207,2.6729028
20220206,2.3353596
20220205,1.7692344
20220204,1.7576352
20220203,1.8169272
20220202,1.8601164
20220201,2.2540032
20220131,6.5110392
20220130,8.56737
20220129,9.6456744
20220128,8.974638
20220127,8.0917056
20220126,7.7607396
20220125,7.250634
20220124,6.3961812
20220123,7.482132
20220122,8.6867964
20220121,7.2625248
20220120,6.824736
20220119,6.170904
20220118,6.1755048
20220117,6.232302
20220116,6.299856
20220115,7.6882608
20220114,6.4346724
20220113,5.9655852
20220112,6.1525656
20220111,6.6547656
20220110,5.9871636
20220109,5.6887596
20220108,8.7045516
20220107,6.3438228
20220106,6.238944
20220105,6.0742224
20220104,6.3599256
20220103,5.3760672
20220102,5.9932872
20220101,13.7309904
20211231,10.2120912
20211230,6.5061792
20211229,5.8646268
20211228,5.7011688
20211227,5.6247372
20211226,5.1887628
20211225,7.0999092
20211224,6.3550008
20211223,5.5220616
20211222,5.6702268
20211221,5.7873204
20211220,5.8663764
20211219,5.4131652
20211218,8.6847228
20211217,6.974586
20211216,5.7748788
20211215,5.7854412
20211214,5.6919996
20211213,5.6821824
20211212,5.0502204
20211211,8.3313684
20211210,6.640542
20211209,5.4924156
20211208,5.635332
20211207,5.4901476
20211206,5.5338552
20211205,4.990248
20211204,8.1800604
20211203,6.4303632
20211202,5.5446768
20211201,5.6834136
20211130,5.302746
20211129,5.2515216
20211128,4.7577456
20211127,7.660332
20211126,6.1151436
20211125,4.793094
20211124,4.7492892
20211123,4.5105336
20211122,4.2446592
20211121,3.781728
20211120,5.8088988
20211119,4.8517704
20211118,3.742848
20211117,3.9891528
20211116,4.4017668
20211115,4.43637
20211114,4.0833072
20211113,6.53427
20211112,5.2452684
20211111,4.230306
20211110,4.2505236
20211109,3.8342484
20211108,3.4594776
20211107,2.8550556
20211106,5.3917164
20211105,4.616028
20211104,3.9552948
20211103,3.9918744
20211102,3.8792844
20211101,4.0305276
20211031,3.644676
20211030,5.4807192
20211029,4.8310992
20211028,4.3321392
20211027,4.5066456
20211026,4.8466188
20211025,5.6593404
20211024,5.7611736
20211023,10.2728412
20211022,8.875008
20211021,7.9338204
20211020,8.4112668
20211019,8.3733912
20211018,9.013518
20211017,8.2204308
20211016,12.7016424
20211015,9.4641696
20211014,8.208216
20211013,8.0995464
20211012,7.9927884
20211011,7.8339312
20211010,7.6810032
20211009,6.7337244
20211008,7.5061728
20211007,7.5259044
20211006,7.5721068
20211005,8.3083644
20211004,10.4686668
20211003,14.5923444
20211002,22.6985004
20211001,36.1761876
20210930,15.573222
20210929,11.0912004
