city_name,indicator_value,edgenum
武汉,10.478994293376243,7
北京,10.548998287693829,7
合肥,10.7305757461743,7
上海,10.760242476779368,7
西安,10.9617647702282,6
重庆,10.674003344328158,6
昆明,10.647112236107429,6
周口,10.935387499192004,5
扬州,10.927195151998626,5
连云港,10.965466915221565,5
南充,10.944975313129106,4
上饶,11.195724191255648,4
杭州,11.19767453622353,4
兰州,10.312888618348705,4
梧州,10.541329338396364,4
张家口,10.192841191473407,4
天津,10.223303308264002,4
宣城,10.235848462873706,4
成都,10.299673483151874,4
深圳,10.294367337193716,4
东莞,10.301695548636527,4
保定,10.312942414302235,4
南昌,10.10393303876524,4
阜阳,10.089436907449597,3
无锡,10.096407743415636,3
广州,9.884618808103234,3
佛山,9.905312440539976,3
济宁,9.919928939674996,3
唐山,9.922077639900419,3
长沙,10.661357609326913,3
商丘,10.557108948111743,3
徐州,10.533706232084942,3
宜春,10.6590773995842,3
潍坊,10.639341409435877,3
日照,10.653642095682649,3
天水,10.6607240850139,3
聊城,10.669439608167387,3
赤峰,11.165956106302263,3
郑州,11.165956106302263,3
茂名,11.212861426137197,3
永州,11.344902611748664,3
邢台,11.34993540022686,3
安顺,11.410667530428134,3
六盘水,11.430137387443457,3
临汾,11.42295273681152,3
江门,11.42453685931698,3
龙岩,11.491806357864284,3
六安,11.492004641844476,3
开封,11.502277376959935,3
济南,11.371428490690352,3
运城,11.367185545285697,2
鹰潭,11.367185545285697,2
镇江,11.367185545285697,2
资阳,11.374302983008116,2
菏泽,11.374302983008116,2
忻州,11.38882332406117,2
陇南,11.38882332406117,2
安庆,11.422849887642776,2
池州,11.422849887642776,2
荆州,11.435159879666163,2
潜江,11.435159879666163,2
大连,11.44742461486112,2
通辽,11.501514241559796,2
衡水,11.501514241559796,2
萍乡,11.501514241559796,2
亳州,11.501472237549253,2
驻马店,11.496439449071056,2
常德,11.509552637509561,2
常州,11.509552637509561,2
南通,11.509552637509561,2
榆林,11.100830467721757,2
淮北,11.100830467721757,2
贺州,11.065241235154211,2
邯郸,11.065241235154211,2
南京,11.046395610095042,2
漳州,10.917988697278975,2
福州,10.917988697278975,2
焦作,10.668033562777747,2
新乡,10.670110819648764,2
湛江,10.659606329894505,2
阳江,10.659606329894505,2
衡阳,10.664621271605046,2
黔南布依族苗族自治州,10.682048218302624,2
白城,10.477020540036799,2
大理白族自治州,10.477748433594058,2
保山,10.477748433594058,2
长春,10.598575323526768,2
黄冈,10.584928170593239,2
苏州,10.584928170593239,2
南阳,10.584928170593239,2
岳阳,10.5812566661005,2
绵阳,10.587024065504899,2
黔西南布依族苗族自治州,10.587024065504899,2
三明,10.583960922865908,2
宿州,10.634781857352444,2
遂宁,10.634781857352444,2
玉林,10.634781857352444,2
桂林,10.634781857352444,2
漯河,10.637669819621756,2
平顶山,10.637669819621756,2
珠海,10.637669819621756,2
滨州,10.65419976014962,2
吕梁,10.65419976014962,2
秦皇岛,10.664097481958223,2
益阳,10.664097481958223,2
盘锦,10.66877481092317,2
大同,10.6686958863522,2
铜仁,10.660529416792897,2
郴州,10.660529416792897,2
淄博,10.68671921887892,2
东营,10.68671921887892,2
许昌,10.68671921887892,2
铜陵,10.68671921887892,2
清远,10.68671921887892,2
恩施土家族苗族自治州,10.821143501888354,2
湘西土家族苗族自治州,10.80954114754797,2
新余,10.80954114754797,2
厦门,10.80954114754797,2
怀化,10.804578994697538,2
盐城,10.804578994697538,2
曲靖,10.80293404815169,2
广元,10.80293404815169,1
朔州,10.80293404815169,1
丹东,10.80293404815169,1
青岛,10.80293404815169,1
廊坊,10.80293404815169,1
石家庄,10.80293404815169,1
沈阳,10.80293404815169,1
张家界,10.80293404815169,1
定西,10.80293404815169,1
钦州,10.811528749003559,1
防城港,10.811528749003559,1
朝阳,10.811528749003559,1
延安,10.809360622757398,1
渭南,10.809360622757398,1
济源,10.809360622757398,1
信阳,10.809360622757398,1
鹤壁,10.809360622757398,1
太原,10.702758809385116,1
晋城,10.702758809385116,1
遵义,10.702758809385116,1
兴安盟,10.702758809385116,1
衢州,10.702758809385116,1
白山,10.702758809385116,1
泸州,10.72474474264845,1
自贡,10.72474474264845,1
内江,10.72474474264845,1
九江,10.72474474264845,1
辽源,10.72474474264845,1
沧州,10.72474474264845,1
南平,10.72474474264845,1
蚌埠,10.72474474264845,1
长治,10.72474474264845,1
南宁,10.72474474264845,1
贵港,10.72474474264845,1
鄂州,10.72474474264845,1
洛阳,10.72474474264845,1
齐齐哈尔,10.739202969907177,1
黑河,10.739202969907177,1
葫芦岛,10.739202969907177,1
嘉兴,10.748199444689718,1
绍兴,10.748199444689718,1
鞍山,10.748199444689718,1
淮南,10.748199444689718,1
乌兰察布,10.748199444689718,1
广安,10.748199444689718,1
黔东南苗族侗族自治州,10.748199444689718,1
宜昌,10.748199444689718,1
铁岭,10.75316159754015,1
四平,10.75316159754015,1
枣庄,10.75316159754015,1
芜湖,10.75316159754015,1
三门峡,10.75316159754015,1
锡林郭勒盟,10.75316159754015,1
泰州,10.75316159754015,1
楚雄彝族自治州,10.75316159754015,1
西宁,10.75316159754015,1
松原,10.75316159754015,1
平凉,10.75316159754015,1
莆田,10.75316159754015,1
临沧,10.75316159754015,1
潮州,10.754283016898087,1
揭阳,10.754283016898087,1
宿迁,10.754283016898087,1
滁州,10.754283016898087,1
达州,10.74553011658467,1
巴中,10.74553011658467,1
晋中,10.74553011658467,1
临沂,10.74553011658467,1
景德镇,10.74553011658467,1
巴彦淖尔,10.749381005705239,1
乌海,10.749381005705239,1
贵阳,10.749381005705239,1
西双版纳傣族自治州,10.749381005705239,1
昭通,10.749381005705239,1
娄底,10.749381005705239,1
湘潭,10.749381005705239,1
泉州,10.749381005705239,1
天门,10.749381005705239,1
佳木斯,10.772998126937852,1
鹤岗,10.772998126937852,1
营口,10.772998126937852,1
金华,10.772998126937852,1
邵阳,10.772998126937852,1
红河哈尼族彝族自治州,10.772998126937852,1
德州,10.772998126937852,1
株洲,10.772998126937852,1
